T收盤價	T成交量	T週轉率	T本益比	T股價淨值比
6143.12	4227307	0.7377	13.37	1.7
6060.46	3233436	0.5535	13.19	1.67
5988.37	2865117	0.4656	13.03	1.65
5982.12	2395164	0.4114	13.01	1.65
5935.99	3012464	0.5163	12.91	1.64
5942.85	2420193	0.3832	12.93	1.64
5975.66	2522340	0.3963	13.01	1.65
5879.08	2915796	0.4829	12.79	1.62
5853.94	3132402	0.5216	12.73	1.61
5889.52	3119523	0.5011	12.81	1.63
5945.27	3226564	0.5053	12.94	1.64
5933.57	2348169	0.3621	12.91	1.64
5895.35	2679069	0.4162	12.82	1.63
5888.1	3170411	0.5025	12.8	1.62
5848.91	2511128	0.3776	12.72	1.61
5771.48	2625207	0.3904	12.55	1.59
5782.75	2597054	0.4183	12.57	1.59
5835.37	2353947	0.3593	12.69	1.61
5842.76	2351498	0.3703	12.71	1.61
5879.93	3067527	0.4795	12.79	1.62
5994.23	4479304	0.7343	13.05	1.66
5981.54	3209661	0.5297	13.11	1.68
6018.69	4016166	0.6653	13.18	1.69
6034.6	3219616	0.5479	13.22	1.7
6112.4	3828539	0.6535	13.38	1.72
6122.39	3060645	0.5258	13.41	1.72
6143.49	3723777	0.6467	13.46	1.73
6072.16	3727012	0.6538	13.3	1.71
6115.43	3673171	0.6384	13.4	1.72
6142.78	4404172	0.7841	13.45	1.73
6107.17	3165103	0.5536	13.38	1.72
6121.52	3280314	0.5732	13.41	1.72
6128.34	4095245	0.721	13.43	1.73
6207.83	5039295	0.8926	13.61	1.75
6259.69	4374985	0.7633	13.73	1.76
6225.25	3559507	0.6192	13.66	1.75
6202.38	3543156	0.5937	13.61	1.75
6193.62	3466263	0.5981	13.58	1.74
6220.52	3765713	0.6564	13.64	1.75
6173.34	4088381	0.7091	13.54	1.74
6213.28	3590064	0.6253	13.62	1.75
6192.53	4062925	0.6865	13.58	1.74
6204.23	3467836	0.6012	13.63	1.75
6155.51	3275670	0.5718	13.52	1.73
6063.48	3746502	0.6508	13.33	1.71
6072.36	2716235	0.4529	13.34	1.71
6032.47	2668115	0.4582	13.26	1.7
6043.95	2372262	0.4033	13.28	1.7
6058.96	2645877	0.445	13.31	1.71
6018.79	2881798	0.4882	13.22	1.7
6019.49	2763836	0.4633	13.23	1.7
6001	2929184	0.5078	13.18	1.69
6065.91	2554671	0.4233	13.33	1.71
6048.74	2338099	0.3984	13.29	1.7
5961.24	2683567	0.4551	13.1	1.68
5957.98	2565621	0.4392	13.09	1.68
6005.88	2898612	0.4941	13.23	1.7
6028.75	2916852	0.4964	13.28	1.7
6019.93	2961871	0.4988	13.26	1.7
6013.49	2684074	0.4439	13.25	1.7
5971.76	3363346	0.5789	13.16	1.69
6024.07	2560289	0.4262	13.27	1.7
5979.42	2219320	0.3677	13.17	1.69
5993.89	1969968	0.318	13.21	1.69
5998.08	2194218	0.3646	13.21	1.69
5976.68	2476434	0.4114	13.16	1.69
5888.37	3241689	0.5542	12.97	1.66
5715.16	3264076	0.5547	12.59	1.61
5748.35	2550634	0.4311	12.66	1.62
5693.01	2789863	0.4706	12.54	1.61
5721.99	2953950	0.5011	12.61	1.62
5747.09	2747682	0.4706	12.67	1.63
5758.31	1927160	0.3135	12.69	1.63
5805.25	2375290	0.3889	12.8	1.64
5778.27	2033982	0.3261	12.74	1.63
5842.27	2211125	0.3601	12.88	1.65
5818.07	2176426	0.353	12.82	1.65
5818.22	2487435	0.417	12.83	1.65
5803.68	2264058	0.3726	12.79	1.64
5927.5	3750643	0.6295	13.07	1.68
5967.96	3080908	0.5199	13.15	1.69
5966.85	2592247	0.4165	13.15	1.69
5949.8	2582650	0.414	13.11	1.68
5917.13	2168385	0.3611	13.04	1.68
5934.6	2364196	0.3934	13.08	1.68
5981.48	3013181	0.52	13.18	1.69
5925.88	2772812	0.4491	13.06	1.68
5894.01	2351473	0.3863	12.98	1.67
5890.83	2210445	0.3647	12.98	1.67
5970.71	2766890	0.475	13.15	1.69
5954.69	2449005	0.4208	13.12	1.69
5885.45	1923255	0.3073	12.97	1.67
5909.1	2161154	0.351	13.02	1.67
5888.53	2640606	0.4478	12.97	1.67
5939.42	2254692	0.3752	13.09	1.68
5991.55	3090785	0.5381	13.2	1.7
6009.52	2687518	0.4671	13.24	1.7
6011.56	3246301	0.5702	13.25	1.7
5971.62	3588442	0.6357	14.26	1.59
6039.48	4144516	0.7418	14.43	1.61
6107.95	4992238	0.8994	14.59	1.63
6137.57	4169224	0.7517	14.66	1.64
6105.79	3968624	0.7095	14.58	1.63
6161.66	3688121	0.6565	14.72	1.64
6145.92	4645708	0.8394	14.68	1.64
6192.35	3900740	0.6919	14.79	1.65
6231.05	3424700	0.5934	14.89	1.66
6205.76	3782460	0.6696	14.83	1.66
6252.1	3414307	0.588	14.97	1.67
6282.41	3674377	0.6462	15.04	1.68
6293.56	4778339	0.8419	15.07	1.68
6296.89	3037151	0.518	15.08	1.68
6278.46	3416562	0.6014	15.04	1.68
6357.83	4336015	0.7739	15.24	1.7
6373.86	4394543	0.7826	15.28	1.71
6340.69	3290909	0.5751	15.2	1.7
6302.99	3187031	0.5489	15.11	1.69
6316.84	2921753	0.5145	15.14	1.69
6231.65	3931508	0.6971	14.94	1.67
6241.94	2768726	0.4787	14.98	1.67
6272.14	2786347	0.4829	15.03	1.68
6271.2	2621165	0.4489	15.03	1.68
6232.04	2859334	0.4962	14.94	1.67
6222.05	3576640	0.6234	14.91	1.67
6212.6	3148785	0.5523	14.89	1.66
6201.4	2984019	0.4979	14.86	1.66
6298.86	3635928	0.6336	15.1	1.69
6358.81	4060563	0.7181	15.25	1.7
6377.09	4312261	0.7555	15.3	1.71
6418.35	4263031	0.7356	15.4	1.72
6410.59	4548202	0.7951	15.38	1.72
6416.34	3760931	0.6359	15.39	1.72
6423.81	5140294	0.8968	15.41	1.72
6394.03	4420303	0.7714	15.34	1.71
6380.73	3917777	0.6621	15.32	1.71
6420.45	3765029	0.6193	15.41	1.72
6366.16	4112268	0.6775	15.28	1.71
6327.25	3711438	0.6281	15.19	1.7
6375.64	4177083	0.7109	15.31	1.71
6311.98	4904113	0.8223	15.16	1.69
6307.93	3107938	0.4968	15.16	1.69
6343.54	3494027	0.5722	15.25	1.7
6455.57	4054552	0.6685	15.52	1.73
6446.01	3911335	0.647	15.5	1.73
6380.03	3079613	0.4813	15.34	1.71
6380	3107388	0.4712	15.34	1.71
6356.84	3443697	0.5616	15.28	1.71
6353.71	3126349	0.5055	15.27	1.71
6350.9	3624733	0.5883	15.27	1.71
6245.13	3055048	0.4955	15.02	1.68
6242.4	2781212	0.4217	15.01	1.68
6241.92	2696118	0.4217	15.01	1.68
6205.09	3152863	0.4743	14.92	1.67
6158.94	2577502	0.3982	14.81	1.66
6206.65	2297667	0.3219	14.92	1.67
6195.18	2665991	0.4148	14.9	1.67
6127.24	2891189	0.4458	14.67	1.65
6109.66	3148021	0.4771	14.63	1.65
6136.55	2671948	0.4079	14.69	1.65
6049.44	2591495	0.4001	14.48	1.63
6032.12	2686537	0.4153	14.44	1.63
6033.47	2977913	0.4522	14.45	1.63
6116.05	2982647	0.451	14.67	1.65
6098.78	2405613	0.3635	14.63	1.65
6140.14	2391680	0.3659	14.73	1.66
6141.14	2534235	0.376	14.72	1.66
6149.88	2586525	0.3802	14.74	1.66
6119.06	2410728	0.3557	14.67	1.65
6164.98	2497524	0.3582	14.78	1.66
6169.08	2631779	0.3957	14.79	1.66
6148.7	2176079	0.3249	14.74	1.66
6082.56	2680002	0.4047	14.58	1.64
6031.24	2731488	0.4011	14.46	1.63
6035.59	2072243	0.3041	14.48	1.63
6105.35	3159848	0.4779	14.64	1.65
6067.34	2671733	0.4066	14.56	1.64
5972.06	2952942	0.458	14.33	1.61
5925.54	2602770	0.4005	14.22	1.6
5930.2	2376809	0.3364	14.23	1.6
5945.05	2381582	0.3522	14.27	1.61
5931.38	2551074	0.3777	14.23	1.6
6009.99	3160176	0.4961	14.42	1.62
6118.61	3663130	0.562	14.69	1.65
6123.92	2995646	0.4389	16.74	1.72
6142.12	3249347	0.5034	16.79	1.73
6135.01	3352759	0.5073	16.77	1.72
6095.81	2879760	0.4456	16.66	1.71
6081.84	2636439	0.4049	16.63	1.71
6066.59	2332881	0.3427	16.59	1.71
5987.4	3154530	0.475	16.37	1.68
5960.11	2792065	0.3968	16.29	1.68
5969.07	2790260	0.4225	16.31	1.68
5826.27	3045509	0.4424	15.93	1.64
5830.79	2594131	0.3679	15.94	1.64
5694.16	3253960	0.4899	15.55	1.6
5748	3742904	0.5743	15.68	1.62
5738.76	2854956	0.4267	15.66	1.61
5717.28	2626071	0.3841	15.6	1.61
5721.31	2722752	0.4104	15.61	1.61
5700.72	2894774	0.4454	15.56	1.6
5661.18	2902444	0.4212	15.43	1.59
5632.97	2954192	0.4555	15.35	1.59
5764.3	3142064	0.4677	15.71	1.62
5798.41	3017145	0.4533	15.8	1.63
5870.37	2825857	0.4059	16	1.65
5858.01	2785908	0.4334	15.97	1.65
5911.74	3148857	0.4549	16.11	1.67
5860.39	2458263	0.347	15.97	1.65
5849.63	2522926	0.3487	15.94	1.65
5971.06	3414016	0.5117	16.27	1.68
5988.37	3648705	0.5451	16.32	1.69
6075.26	3578017	0.5478	16.56	1.71
6083.62	2702661	0.404	16.58	1.72
6030.74	2729906	0.4007	16.44	1.7
6046.2	2991891	0.4381	16.48	1.71
6020.94	2766197	0.4014	16.41	1.7
6106.74	4003669	0.6225	16.64	1.72
6103.42	2976233	0.437	16.66	1.72
6059.19	2600545	0.3649	16.54	1.71
6123.52	2952991	0.4355	16.71	1.72
6111.89	3220442	0.4656	16.68	1.72
6128.2	3088193	0.4475	16.72	1.73
6203.84	3821419	0.5696	16.92	1.75
6139.51	3613061	0.5199	16.75	1.73
6203.47	3778694	0.5725	16.93	1.75
6179.82	3227285	0.4797	16.93	1.65
6228.95	4199646	0.6447	17.07	1.66
6348.31	4479658	0.6867	17.4	1.69
6350.52	4557731	0.6954	17.4	1.69
6329.52	4108984	0.6335	17.35	1.69
6249.19	3733086	0.5732	17.13	1.67
6264.36	3274241	0.4895	17.17	1.67
6266.29	3159491	0.4772	17.17	1.67
6261.18	3466362	0.5261	17.15	1.67
6235.35	3427176	0.5282	17.09	1.67
6258.47	2949201	0.4454	17.15	1.67
6350.69	4485149	0.7048	17.4	1.7
6431.42	4494752	0.6946	17.63	1.72
6427.84	3899282	0.6013	17.6	1.72
6471.89	4407572	0.6792	17.72	1.73
6417.2	3832890	0.581	17.52	1.72
6512.63	4266018	0.6626	17.8	1.74
6534.77	4510050	0.6715	17.92	1.75
6531.59	4798191	0.7107	17.9	1.75
6524.4	5871778	0.9614	17.89	1.75
6575.53	5424306	0.8451	18.03	1.76
6548.34	5528442	0.859	17.99	1.76
6462.06	4697272	0.7199	17.79	1.73
6591.77	5214136	0.809	18.14	1.77
6616.44	5910064	0.9386	18.21	1.77
6709.87	5851695	0.9245	18.47	1.8
6694.82	5904757	0.9171	18.42	1.8
6742.39	5368690	0.8219	18.55	1.81
6707.4	4473047	0.6877	18.45	1.8
6735.89	5237215	0.7975	18.53	1.81
6725.61	6004447	0.8898	18.5	1.8
6682.35	3806146	0.5664	18.38	1.79
6724.18	3088712	0.4463	18.5	1.8
6711.04	3908191	0.5736	18.46	1.8
6498.92	4604046	0.7035	17.87	1.74
6512.29	3911936	0.5965	17.91	1.75
6486.63	2935205	0.4367	17.84	1.74
6381.97	2777545	0.4131	17.55	1.71
6451.94	2638290	0.3849	17.74	1.73
6532.18	2775059	0.4095	17.98	1.75
6594.6	3601717	0.5615	18.13	1.77
6719.96	3930167	0.6138	18.48	1.8
6720.08	4268640	0.6719	18.48	1.81
6624.11	3101965	0.4771	18.22	1.78
6630.13	3576195	0.5551	18.23	1.78
6594.92	3472885	0.5457	18.13	1.77
6562.29	2988050	0.4601	18.05	1.76
6612.97	2814676	0.4265	18.19	1.78
6598.49	3151732	0.4804	18.15	1.77
6683.93	3444106	0.5345	18.38	1.8
6673.75	3282007	0.5103	18.27	1.79
6686.55	2779192	0.4308	18.31	1.8
6631.51	2730164	0.4199	18.15	1.78
6530.7	3294358	0.5147	17.88	1.76
6474.69	3005238	0.4717	17.72	1.74
6538.22	2792814	0.4466	17.89	1.76
6561.63	2669270	0.4237	17.97	1.77
6613.39	3085097	0.4888	18.2	1.78
6642.96	3096023	0.4923	18.29	1.79
6553.66	3028547	0.4818	18.04	1.76
6575.78	2289559	0.3545	18.1	1.77
6494.15	2514583	0.3996	17.88	1.75
6459.57	2681291	0.4291	17.78	1.74
6486.47	2176550	0.3386	17.86	1.75
6490.68	2339071	0.3688	17.88	1.75
6544.63	2393039	0.3729	18.03	1.76
6460.01	2663918	0.4233	17.8	1.74
6518.7	2755965	0.4371	17.95	1.76
6504.98	3415296	0.5473	17.91	1.75
6528.57	2710641	0.429	17.98	1.76
6516.52	2737960	0.4298	17.95	1.75
6458.03	2437965	0.3799	17.78	1.74
6391.26	2434069	0.3836	17.61	1.72
6364.6	2376518	0.3727	17.55	1.72
6376.62	2281254	0.3594	17.58	1.72
6421.85	2117775	0.3315	17.7	1.73
6453.85	2089763	0.3338	17.79	1.74
6498.03	2420386	0.3864	17.92	1.75
6546.06	3353953	0.5539	18.04	1.76
6613.97	3204345	0.5255	18.24	1.78
6660.76	3275646	0.5279	18.39	1.8
6665.6	3083142	0.4974	18.4	1.8
6760.82	3467033	0.5639	18.67	1.82
6781.94	3438064	0.558	18.73	1.83
6780.64	3173306	0.4999	18.73	1.83
6757.17	3137051	0.5003	18.67	1.82
6808.5	3891090	0.6238	18.81	1.84
6855.74	4529750	0.722	18.95	1.85
6952.54	4452889	0.7199	19.21	1.88
7000.09	4915510	0.8018	19.35	1.89
6989.46	3966008	0.6448	19.32	1.89
7038.78	4811062	0.792	19.43	1.9
7102.74	4383687	0.7092	19.61	1.92
7093.05	5344560	0.8612	19.58	1.92
7096.04	4007538	0.6425	19.59	1.92
7059.94	4745654	0.7734	19.49	1.91
7168.98	4399543	0.7186	19.78	1.94
7136.21	6378148	1.0703	19.5	1.93
7171.77	4643165	0.7735	19.6	1.94
7199.6	4990836	0.8428	19.78	1.96
7242.37	5367946	0.9101	19.89	1.97
7345.04	6070985	1.0274	20.18	2
7370.44	7030887	1.1947	20.16	2.01
7474.05	5704040	0.9662	20.44	2.04
7388.94	6270964	1.0704	20.21	2.01
7324.71	6653769	1.1389	20.03	1.99
7361.45	4934342	0.8383	20.13	2
7278.96	4708357	0.8097	19.91	1.98
7176.35	4694298	0.8114	19.62	1.95
7069.9	4768854	0.8216	19.33	1.92
7116.83	3904274	0.6641	19.45	1.94
7034.03	3903565	0.6646	19.23	1.91
7074.15	3386308	0.57	19.34	1.93
6938.26	3932613	0.6598	18.96	1.89
6843.98	3433627	0.5722	18.69	1.86
6877.01	3806363	0.6418	18.79	1.87
6861.65	3572582	0.6154	18.75	1.87
6879.51	4346268	0.7566	18.8	1.87
6878.88	2659527	0.456	18.79	1.87
6846.95	3405848	0.5826	18.7	1.86
6872.84	2724779	0.4598	18.68	1.69
6959.64	2907290	0.4921	18.92	1.71
6715.27	3382342	0.5749	18.26	1.66
6730.27	3045440	0.5178	18.3	1.66
6612.74	2527799	0.4337	17.98	1.63
6331.81	3919614	0.6706	17.23	1.56
6444.63	3546377	0.6109	17.55	1.59
6442.9	2245253	0.3854	17.54	1.59
6337.21	2472451	0.43	17.25	1.56
6469.01	3244635	0.5046	17.6	1.6
6426.39	3059161	0.3972	17.5	1.59
6575.77	3933673	0.5635	17.91	1.62
6583.04	3025624	0.4103	17.93	1.63
6363.55	3631239	0.4946	17.35	1.57
6299.59	3000780	0.4077	17.19	1.56
6485.15	2971416	0.4035	17.69	1.6
6452.31	2886565	0.3636	17.6	1.6
6523.68	2652272	0.3652	17.8	1.61
6572.39	3379387	0.4836	17.92	1.62
6540.93	2835945	0.4007	17.84	1.62
6607.39	3474344	0.508	18.01	1.63
6704.41	3875306	0.5748	18.27	1.66
6718.5	2621146	0.3647	18.43	1.66
6734.51	3245226	0.4694	18.47	1.66
6659.96	3070732	0.4468	18.27	1.64
6659.07	2632790	0.3571	18.26	1.64
6660.61	2925828	0.3927	18.26	1.64
6682.46	2476041	0.3332	18.33	1.65
6639.13	2417622	0.3291	18.2	1.64
6634.09	3088406	0.4336	18.19	1.63
6567.6	2431234	0.3026	18.01	1.62
6428.03	2983296	0.4005	17.63	1.58
6257.8	2824165	0.4026	17.17	1.54
6285.31	2382776	0.3322	17.25	1.55
6277.24	2413458	0.3371	17.23	1.55
6443.74	2972408	0.4133	17.69	1.59
6420.01	2512619	0.3398	17.63	1.58
6359.63	2169476	0.2917	17.47	1.57
6390.99	2648275	0.3644	17.55	1.58
6376.39	2430679	0.3318	17.51	1.57
6459.25	2683963	0.3727	17.74	1.59
6480.07	2886108	0.391	17.8	1.6
6454.58	2753997	0.3768	17.73	1.59
6441.46	2450734	0.3294	17.72	1.59
6471.42	2562871	0.3471	17.81	1.6
6462.32	2981549	0.419	17.78	1.6
6442.61	2722786	0.3667	17.73	1.59
6416.61	2229164	0.2911	17.66	1.59
6502.14	2324921	0.3131	17.89	1.61
6573.22	2964769	0.4166	18.09	1.62
6578.61	3403623	0.4819	18.1	1.63
6571.1	3086789	0.4238	18.07	1.62
6611.9	2641584	0.3378	18.19	1.63
6615.13	2677601	0.3561	18.2	1.63
6696.63	3845559	0.5666	18.43	1.66
6733.46	3933955	0.5588	18.53	1.66
6721.08	2907166	0.4051	18.49	1.66
6505.92	3366030	0.4763	17.9	1.61
6590.2	2451340	0.3147	18.14	1.63
6556.33	2773161	0.3762	18.04	1.62
6550.64	2263079	0.2854	18.02	1.62
6526.22	2201221	0.2844	17.96	1.61
6444.76	2319470	0.2828	17.73	1.59
6479.91	2183479	0.2808	17.83	1.6
6587.12	2974086	0.3994	18.12	1.63
6611.77	2920873	0.3999	18.19	1.63
6651.46	2578051	0.3485	18.31	1.64
6750.78	3072763	0.4237	18.59	1.67
6734.73	2748703	0.375	18.49	1.67
6688.4	2703403	0.3688	18.36	1.65
6685.23	2208987	0.2783	18.35	1.65
6693.11	2349360	0.3029	18.37	1.66
6693.88	2748668	0.3746	18.38	1.66
6625.73	2431466	0.3259	18.2	1.64
6664.87	2327836	0.2882	18.3	1.65
6598.87	2946018	0.3821	18.12	1.63
6681.09	2246864	0.2762	18.34	1.65
6882.48	3563958	0.4999	18.9	1.7
6881.87	3222827	0.4626	18.53	1.71
6877.77	2730228	0.3745	18.34	1.71
6889.89	3404911	0.4902	18.37	1.71
6885.6	2581709	0.3485	18.37	1.71
6911.21	2842099	0.3923	18.44	1.72
6901.75	2728859	0.3889	18.42	1.72
6946.27	3407668	0.5009	18.54	1.73
6885.12	3326552	0.4768	18.38	1.71
6883.05	2700493	0.3806	18.38	1.71
6960.95	3483313	0.4915	17.56	1.81
6956.88	3166934	0.4546	17.56	1.81
6874.98	3218780	0.4542	17.35	1.79
6997.24	4050944	0.589	17.67	1.82
7006.67	3807217	0.5586	17.69	1.82
6984.58	3717423	0.5474	17.63	1.81
7068.8	4210376	0.6098	17.85	1.84
7076.85	3613069	0.5294	17.87	1.84
7151.42	4759123	0.7047	18.06	1.86
7075.13	3657283	0.5386	17.87	1.84
7017.6	3258148	0.47	17.72	1.82
6995.83	3096307	0.452	17.66	1.82
7039.37	3101892	0.438	17.75	1.83
7040.26	3176373	0.4587	17.76	1.83
7097.42	3721713	0.5446	17.9	1.85
7059.89	3406317	0.5003	17.8	1.84
7080.84	3514962	0.5105	17.85	1.84
7086.74	3374486	0.4904	17.87	1.84
6995.2	2832727	0.3959	17.65	1.82
7021.32	2404816	0.3384	17.72	1.83
7013.99	3078231	0.4287	17.71	1.82
7078.1	3376920	0.4933	17.87	1.84
7161.61	4569732	0.6894	18.08	1.86
7120.44	3862546	0.5744	17.9	1.85
7184.65	4582111	0.6827	18.06	1.87
7178.34	4199401	0.6238	18.05	1.87
7151.13	5544062	0.8423	17.99	1.86
7174.2	3443015	0.5149	18.04	1.87
7136.06	3762028	0.556	17.91	1.86
7204.04	4924841	0.756	18.08	1.88
7236.85	4947412	0.7488	18.16	1.88
7257.48	4723074	0.7057	18.21	1.89
7259.54	4360753	0.6302	18.21	1.89
7261.48	4156822	0.6059	18.21	1.89
7309.69	4183718	0.6126	18.28	1.9
7348.77	4627340	0.6891	18.39	1.91
7384.69	5232437	0.7913	18.48	1.92
7427.36	4520144	0.6729	18.59	1.93
7498.15	5635933	0.8604	18.78	1.95
7444.94	5049488	0.767	18.65	1.94
7474.19	5307424	0.8213	18.72	1.95
7567.72	5756403	0.8873	18.97	1.97
7613.57	6286389	0.9652	19.41	1.92
7647.01	6094800	0.9394	19.5	1.93
7609.9	6190319	0.9862	19.4	1.92
7693.33	4699088	0.7107	19.61	1.94
7686.52	5104256	0.7798	19.61	1.94
7636.3	4415341	0.6855	19.48	1.92
7612.12	4145310	0.631	19.41	1.92
7458.56	5060781	0.782	19.02	1.88
7450.3	4620990	0.7024	18.99	1.88
7480.41	3823218	0.5753	19.07	1.88
7538.82	4322618	0.6545	19.22	1.9
7624.62	4307962	0.6463	19.44	1.92
7598.88	4648727	0.7112	19.38	1.91
7648.35	4883030	0.7254	19.49	1.93
7620.94	4747797	0.7127	19.44	1.92
7652.47	3671086	0.5565	19.52	1.93
7646.81	3803326	0.5258	19.52	1.93
7727.59	5137624	0.7815	19.75	1.95
7733.18	5168415	0.7422	19.76	1.95
7732.93	4611769	0.6549	19.75	1.95
7823.72	4948827	0.7268	20.01	1.98
7920.8	5738692	0.8772	20.5	2.01
7917.3	5974259	0.8931	20.47	2.01
7934.51	5747756	0.8483	20.51	2.01
7835.57	5202769	0.7608	20.22	1.99
7736.71	4314344	0.6162	19.87	1.96
7790.01	4533381	0.6577	20.01	1.98
7698.52	5169859	0.7628	19.76	1.95
7618.55	5751960	0.8369	19.55	1.93
7761.71	4498579	0.6585	19.93	1.97
7783.5	3835623	0.5473	19.99	1.97
7792.08	3776224	0.5152	20.01	1.97
7833.98	4031622	0.57	20.12	1.99
7895.18	4254803	0.6181	20.21	2
7840.08	4403382	0.6427	20.06	1.99
7842.47	4315687	0.6227	20.06	1.99
7852.36	3812467	0.5584	20.09	1.99
7935.54	4509612	0.6511	20.3	2.01
7923.77	4356804	0.6405	20.27	2.01
7821.32	3478188	0.4835	20.01	1.98
7751.79	3155780	0.4441	19.84	1.96
7739.91	3022667	0.4006	19.81	1.96
7699.64	3190881	0.4564	19.72	1.95
7701.54	2716720	0.3788	19.71	1.95
7777.03	3146756	0.4137	19.9	1.97
7783.12	2797746	0.3828	19.92	1.97
7875.75	3512846	0.4992	20.13	1.99
7850.06	3231767	0.4637	20.05	1.99
7842.22	2912158	0.4072	20.05	1.99
7859.53	3377901	0.4945	20.07	1.99
7776.36	2805134	0.3853	19.85	1.97
7736.83	2795282	0.3913	19.74	1.96
7809.45	3090525	0.4558	19.92	1.98
7900.2	4183799	0.6428	20.15	2
7901.96	3985851	0.5913	20.16	2
7678.67	4251344	0.6329	19.48	1.94
7670.77	3759622	0.5446	19.47	1.94
7630.15	3207629	0.4577	19.37	1.93
7344.56	4558230	0.6977	18.64	1.86
7451.06	3329140	0.4849	18.91	1.89
7480.89	3895464	0.5718	18.98	1.9
7573.87	3598740	0.523	19.21	1.92
7568.2	3323052	0.4836	19.21	1.92
7629.15	3909346	0.5976	19.36	1.93
7684	3418148	0.5057	19.5	1.95
7570.27	3677171	0.5516	19.22	1.92
7695.96	4222077	0.6135	19.57	1.95
7719.8	4307013	0.6343	19.63	1.96
7737.46	3602808	0.5393	19.67	1.96
7736.2	3946497	0.5948	19.69	1.96
7757.03	3294070	0.4891	19.73	1.97
7823.67	4015992	0.6119	19.9	1.99
7859.32	3851950	0.5676	20	2
7877.82	3648054	0.5463	20.04	2
7845.17	4113591	0.6108	19.95	2
7788.14	3762567	0.559	19.81	1.98
7848.33	4146222	0.6387	19.96	2
7884.41	4249156	0.6486	20.06	2.01
7884.99	4516211	0.6803	20.16	2.02
7932.91	4532043	0.6767	20.28	2.03
8004.61	5013864	0.7534	20.45	2.05
8056.56	4795811	0.7229	20.63	2.06
8048.39	4659570	0.7065	20.62	2.06
8084.45	4317073	0.6475	20.72	2.07
8075.2	4247157	0.6492	20.69	2.07
8002.3	4570130	0.6941	20.5	2.05
8045.12	3453220	0.5038	20.62	2.06
8043.54	4519109	0.6911	20.62	2.06
7959.29	5585265	0.8558	20.4	2.04
8003.31	3949799	0.5897	20.51	2.05
7888.63	4445991	0.6699	20.21	2.02
7942.67	3698203	0.5638	20.35	2.03
8010.46	4041132	0.5938	20.52	2.05
8045.01	4046565	0.6177	20.61	2.06
7984.65	3942010	0.5755	20.46	2.04
8000.04	3585985	0.552	20.51	2.05
7949.42	3493507	0.5122	20.37	2.03
7875.42	3475889	0.4796	20.18	2.02
7903.04	3206603	0.4616	20.09	2.02
7926.66	4299156	0.6264	20.13	2.02
8066.06	3786238	0.5479	20.49	2.06
8115.27	3762427	0.5308	20.61	2.07
8095.84	2977255	0.4342	20.55	2.07
8052.7	2897536	0.4112	20.43	2.06
8096.86	3373652	0.4842	20.55	2.07
8031.54	2945751	0.4324	20.39	2.05
8030.56	2869029	0.4229	20.4	2.05
7975.03	2629360	0.3774	20.25	2.04
7988.57	2505648	0.3612	20.28	2.04
8037.96	3157306	0.4583	20.42	2.06
8034.14	3014728	0.4495	20.41	2.06
8141.59	3632446	0.5498	20.69	2.08
8188.63	4095631	0.6188	20.79	2.09
8221.79	4003219	0.6064	20.88	2.1
8216.41	3414504	0.4961	20.87	2.1
8159.97	3252938	0.4872	20.73	2.09
8156.82	2940941	0.4368	20.72	2.09
8181.49	3061408	0.4551	20.78	2.09
8147.34	3265289	0.4543	20.7	2.08
8144.95	4269116	0.6353	20.68	2.08
8249.9	4223478	0.6187	19.54	1.91
8294.79	4079909	0.5988	19.64	1.92
8303.99	4326672	0.6499	19.66	1.92
8314.68	4887652	0.7482	19.68	1.92
8355.26	3874777	0.5781	19.78	1.93
8300.71	4257347	0.6317	19.66	1.92
8338.88	4310029	0.6518	19.75	1.93
8370.26	4800125	0.7294	19.79	1.93
8346.39	4417370	0.6691	19.74	1.93
8450.72	4876813	0.7307	19.98	1.95
8573.64	5301735	0.7616	20.26	1.98
8755.88	6355750	0.9825	20.69	2.02
8851.99	5606802	0.8572	20.89	2.04
8846.39	6014045	0.9156	20.89	2.04
8812.91	4625124	0.6615	20.8	2.03
8939.19	6535983	0.9819	21.11	2.06
8865.75	5731534	0.8612	20.94	2.05
8844.22	5244663	0.7717	20.89	2.04
8892.83	5722546	0.8165	21	2.05
8883.21	5506852	0.8128	20.99	2.05
8939.49	5490199	0.7546	21.11	2.06
8996.2	6604476	0.9879	21.25	2.08
9068.98	7261940	1.0978	21.42	2.09
9148.78	7065443	1.058	21.59	2.11
9188.31	7514283	1.1475	21.66	2.12
9369.84	8048348	1.1782	22.07	2.16
9384.73	7665995	1.1911	22.12	2.16
9290.95	8238749	1.1825	21.91	2.14
9354.41	8403345	1.2842	22.06	2.16
9471.3	8559100	1.2861	22.32	2.18
9417.32	8715233	1.2783	22.21	2.17
9509.73	7189834	1.1119	22.47	2.19
9485.35	9349107	1.4336	22.43	2.19
9473.31	8774462	1.3293	22.4	2.19
9585.9	7934344	1.1867	22.66	2.21
9621.57	7473789	1.0887	22.74	2.22
9744.06	9282548	1.3936	23.04	2.25
9740.13	8209344	1.2353	23.03	2.25
9566.42	10442906	1.5845	22.63	2.21
9162.28	9416658	1.4132	21.68	2.12
9072.57	7332866	1.0585	21.49	2.1
9287.25	7184071	1.0264	21.99	2.15
8891.88	8496122	1.2598	21.06	2.06
8950.57	7164272	1.0406	21.19	2.07
