T收盤價	T成交量	T週轉率	T本益比	T股價淨值比
7597.62	3205726	0.4462	90.41	1.81
7629.52	3031439	0.4318	90.79	1.81
7569.8	3504545	0.4936	90.07	1.8
7666.26	3256285	0.4579	91.22	1.82
7762.27	3486411	0.4948	71.27	1.86
7770.59	3053482	0.4363	71.35	1.86
7779.08	2989224	0.4183	71.43	1.87
7749.66	3179815	0.4515	71.16	1.86
7748.33	2620464	0.3721	71.15	1.86
7634.92	2728456	0.3757	70.1	1.83
7695.63	2357796	0.3293	70.66	1.85
7847.84	3980800	0.5763	72.06	1.88
7886.34	4706987	0.6917	73.7	1.91
7897.91	4066422	0.598	73.8	1.92
7835.98	3788434	0.5503	72.9	1.9
7811.87	4084382	0.5896	72.66	1.9
7822.71	4087938	0.5877	72.76	1.9
7838.1	3722785	0.5193	73.1	1.9
7876.86	3803376	0.5447	73.66	1.91
7947.45	3988150	0.5726	74.27	1.93
7962.22	3901924	0.5586	74.41	1.93
7920.06	3861324	0.5472	74.07	1.92
8013.09	4785395	0.6954	67.04	1.91
8025.93	3787117	0.5346	67.15	1.92
8089.65	4376501	0.6157	67.67	1.93
8121.78	4197715	0.5903	67.92	1.94
8057.6	5106305	0.7283	67.4	1.93
8092.03	3845361	0.5478	67.69	1.93
8117.75	4220262	0.6061	67.9	1.94
8029.73	4107074	0.5768	67.17	1.92
8097.13	3785290	0.5282	67.72	1.93
8171.94	5221456	0.7571	68.36	1.95
8111.57	4434443	0.6352	67.86	1.94
7854.22	5222113	0.7432	65.72	1.88
7900.42	3784679	0.5286	66.11	1.89
7990.53	3928913	0.5514	66.85	1.91
7978.69	3714947	0.5176	66.75	1.91
8004.89	4051897	0.5724	66.96	1.91
8158.14	4466187	0.6313	68.25	1.95
8146.44	3968720	0.5623	68.16	1.95
8081.55	4361294	0.6155	67.52	1.93
8054.05	4672577	0.6734	67.29	1.93
8004.25	5175249	0.7349	66.9	1.91
7952.17	3475154	0.4732	65.62	1.9
7930.77	3691458	0.5064	65.42	1.9
7696.9	4806717	0.6717	57.02	1.85
7579.48	4112634	0.565	56.15	1.82
7567.1	4793310	0.6644	55.98	1.82
7664.73	3288584	0.4495	56.7	1.84
7608.44	3901080	0.547	56.29	1.83
7602.7	2950786	0.4014	56.24	1.83
7770.57	3818671	0.5241	57.48	1.87
7772.13	2828346	0.3886	57.48	1.87
7598.72	3099594	0.4251	56.22	1.83
7585.3	2838781	0.3836	55.97	1.83
7559.16	3430691	0.4702	55.77	1.83
7424.43	3083968	0.4111	54.77	1.79
7237.71	3938388	0.5489	53.4	1.75
7322.73	2533264	0.3346	54.03	1.77
7086.37	3965730	0.5428	52.29	1.71
7167.35	3555909	0.5012	52.89	1.73
7243.16	3110057	0.4195	53.44	1.75
7295.32	3587392	0.4961	53.83	1.76
7373.98	2453970	0.3317	54.41	1.78
7289.33	2531574	0.3387	16.59	1.61
7195.71	2811464	0.3683	16.38	1.59
7360.28	2835791	0.3818	16.75	1.63
7344.59	2501809	0.3326	16.72	1.63
7157.83	2833566	0.3688	16.29	1.58
7151.99	2785309	0.3618	16.28	1.58
7071.67	3206290	0.4235	16.09	1.57
7181.77	2475445	0.3122	16.35	1.59
7299.49	3296824	0.4391	16.61	1.62
7387.4	2689860	0.3591	16.82	1.64
7454.06	2945038	0.396	16.97	1.65
7515.78	3283481	0.449	17.12	1.66
7493.11	2372147	0.3138	17.06	1.66
7635.56	3897296	0.5457	17.39	1.69
7612.68	2915535	0.4045	17.34	1.69
7582.15	3003479	0.4042	17.27	1.68
7589.89	3027263	0.416	17.15	1.67
7474.71	3386070	0.4665	16.89	1.64
7500.79	3214804	0.4368	16.95	1.65
7423.57	3400049	0.4477	16.78	1.63
7329.37	3347176	0.4411	16.57	1.61
7254.06	3239253	0.4294	16.4	1.6
7330.74	3722907	0.5145	16.57	1.61
7439.96	3421121	0.4633	16.82	1.64
7548.48	4107078	0.5542	17.07	1.66
7534.46	3785839	0.513	17.03	1.66
7608.85	4293064	0.5786	17.2	1.67
7647.25	3599971	0.4758	17.29	1.68
7639.55	3627248	0.4871	17.27	1.68
7597.42	3053603	0.3979	17.18	1.67
7714.51	4097599	0.5541	17.44	1.7
7704.52	3933494	0.5384	17.42	1.7
7664.57	4783966	0.6711	17.33	1.69
7649.83	3173553	0.4215	17.31	1.68
7712.03	3568672	0.4772	17.45	1.7
7701.29	3847346	0.5231	17.42	1.7
7666.34	3432336	0.4608	17.34	1.69
7761.22	4435504	0.6003	17.56	1.71
7787.45	3937946	0.517	17.62	1.71
7748.01	3638913	0.471	17.53	1.71
7784.81	4201517	0.5392	17.62	1.71
7798.99	4584168	0.5881	17.64	1.72
7760.63	4168812	0.5355	17.55	1.71
7911.68	5253869	0.7166	17.91	1.74
7957.53	5510633	0.716	18.01	1.76
7972.66	4850441	0.6566	18.03	1.76
7936.85	6177439	0.8558	17.95	1.75
7963.3	4348443	0.5906	18.01	1.76
8034.49	5015922	0.6926	18.18	1.77
7976.74	5290456	0.7308	18.05	1.76
7895.03	4911392	0.6714	17.86	1.74
7829.79	4426193	0.5939	17.71	1.73
7891.58	4871645	0.6615	17.85	1.74
7941.22	4478307	0.6049	17.97	1.75
7931.09	5063874	0.6964	17.94	1.75
7924.1	5349562	0.7426	17.92	1.75
7928.94	5016845	0.7006	17.92	1.75
7927.31	4045147	0.5488	17.92	1.75
7975.93	4667667	0.6461	18.03	1.76
7940.64	4756089	0.6521	17.94	1.75
7736.98	5749942	0.7923	17.48	1.71
7689.74	4450720	0.5956	17.38	1.7
7722.91	3477246	0.4489	17.45	1.71
7741.2	3394011	0.4415	17.5	1.71
7616.28	4218998	0.5513	17.22	1.68
7668.25	3652901	0.471	17.34	1.69
7720.82	4101706	0.5332	17.46	1.7
7830.21	4511176	0.592	17.7	1.73
7890.95	4288898	0.5541	17.84	1.74
7884.4	4494203	0.5776	17.83	1.74
7851.31	4233877	0.5593	17.75	1.73
7835.54	4315208	0.5508	17.71	1.73
7890.11	4196331	0.5185	17.84	1.74
8091.3	5184462	0.6682	18.3	1.79
8132.6	4843342	0.6225	18.39	1.8
8163.82	4877055	0.6289	18.46	1.8
8099.75	4625938	0.5926	18.32	1.79
8158.33	5187801	0.6872	18.45	1.8
8186.96	4442388	0.5748	18.52	1.81
8196.4	4677484	0.6094	18.54	1.81
8202.54	4594753	0.6032	18.56	1.81
8166.62	4180039	0.5367	18.48	1.8
8191.54	4655491	0.6122	18.54	1.81
8189.44	3651180	0.4495	18.53	1.81
8240.89	5175234	0.6651	18.65	1.82
8237.78	4519282	0.5691	18.65	1.82
8244.18	3913998	0.4953	15.77	1.89
8246.1	5044271	0.6539	15.77	1.89
8200.43	4478093	0.5686	15.69	1.88
8284.03	5686877	0.746	15.85	1.9
8283.92	5237482	0.6947	15.85	1.9
8244.19	4266471	0.5179	15.77	1.89
8176.76	3758625	0.4678	15.65	1.88
8090.22	4043883	0.4994	15.48	1.86
8106.66	3738492	0.4503	15.51	1.86
8215.45	4600850	0.5953	15.72	1.89
8205.3	4816045	0.6262	15.71	1.89
8060.54	4410613	0.5427	15.43	1.85
8046.23	3226897	0.3934	15.41	1.85
8124.62	3681808	0.4332	15.55	1.87
8131.23	4274619	0.5229	15.57	1.87
8168.06	3804752	0.4763	15.64	1.88
8306.98	4613797	0.5734	15.9	1.91
8343.23	4381458	0.5493	15.97	1.92
8291.04	4148640	0.5091	15.87	1.91
8354.05	4689254	0.5879	16.05	1.92
8287.09	3734977	0.4543	15.91	1.91
8379.75	4365137	0.5435	16.09	1.93
8344.76	4231721	0.5215	16.02	1.92
8293.9	4845837	0.6014	15.93	1.91
8357.85	3826715	0.4696	16.32	1.91
8449.34	5760990	0.7518	16.5	1.93
8430.58	5053649	0.6454	16.46	1.93
8445.63	3787656	0.465	16.51	1.93
8450.63	4466541	0.5538	16.52	1.94
8436.95	3790891	0.4541	16.48	1.93
8316.05	3796713	0.455	16.25	1.91
8240.65	3422020	0.4069	16.11	1.89
8312.21	3360063	0.4008	16.26	1.91
8255.54	3188886	0.3786	16.14	1.89
8283.45	2977979	0.3404	16.2	1.9
8306.12	3540496	0.404	16.24	1.91
8374.91	3146892	0.3615	16.38	1.92
8328.63	3630213	0.4222	16.29	1.91
8297.05	3382828	0.3874	16.22	1.9
8349.99	3557325	0.4153	16.33	1.92
8312.15	3727985	0.4403	16.26	1.91
8367.17	3833585	0.4596	16.37	1.92
8372.48	5145869	0.646	16.38	1.92
8520.11	5681038	0.7246	15.56	1.86
8585.77	6374432	0.8128	15.68	1.87
8624.01	5299087	0.6395	15.74	1.88
8702.23	5114279	0.626	15.89	1.9
8704.39	4593692	0.5532	15.9	1.9
8703.79	4573212	0.5494	15.89	1.9
8753.84	6461735	0.8274	15.98	1.91
8718.83	5499868	0.6675	15.92	1.9
8736.59	4740983	0.5618	15.95	1.91
8740.43	5224552	0.6296	15.96	1.91
8756.71	5114530	0.6229	15.99	1.91
8782.2	5158525	0.646	16.03	1.92
8817.9	5848125	0.7299	16.11	1.93
8768.72	4554625	0.5515	16.02	1.91
8827.79	4045030	0.4827	16.12	1.93
8860.49	4955324	0.5963	16.18	1.93
8898.87	5518750	0.6902	16.26	1.94
8861.1	5113189	0.6408	16.19	1.93
8892.31	4908099	0.6008	16.25	1.94
8870.76	4407401	0.5475	16.21	1.94
8866.35	6494050	0.8435	16.21	1.94
8907.91	5381325	0.6853	16.29	1.95
8972.5	6480653	0.8346	16.41	1.96
9025.3	6668624	0.8625	16.5	1.97
8997.19	7000414	0.8972	16.45	1.96
8846.31	7666161	0.9901	16.17	1.93
8883.21	5882916	0.7431	16.24	1.94
8782.72	6301315	0.7814	16.1	1.92
8817.88	4240619	0.5009	16.17	1.93
8931.36	5152771	0.6216	16.37	1.95
8965	5604573	0.6814	16.44	1.96
8975.58	5632000	0.6854	16.45	1.96
8972.51	4141531	0.4801	16.45	1.96
8925.09	5099018	0.6238	16.36	1.95
8988	5269035	0.6471	16.49	1.96
9086.02	5587861	0.6835	16.67	1.99
9022.17	4516673	0.5341	16.56	1.97
8954.38	4591419	0.551	16.43	1.96
8947.79	3914740	0.4493	16.42	1.96
8991.39	4347751	0.5112	16.5	1.97
9055.59	4745714	0.5533	16.62	1.98
9102.33	4911766	0.5693	16.7	1.99
9145.35	4901183	0.588	16.79	2
9111.46	5329466	0.6657	16.73	1.99
9006.82	5111081	0.607	16.54	1.97
8836.56	5253941	0.6323	16.22	1.93
8609.86	6427352	0.7841	15.79	1.88
8685.47	4426847	0.527	15.93	1.9
8721.93	4732315	0.5486	16	1.91
8712.96	4453966	0.51	15.98	1.9
8683.88	4584619	0.5326	15.94	1.9
8843.84	4949054	0.5707	16.24	1.93
8839.22	4238360	0.4691	16.23	1.93
8673.67	5465912	0.6374	15.93	1.89
8528.94	4938131	0.5722	15.66	1.86
8541.64	4113972	0.4736	15.67	1.86
8599.65	5494485	0.6253	15.76	1.88
8727.56	4328209	0.4822	15.95	1.9
8619.9	4171061	0.4577	15.75	1.88
8738.37	4732888	0.5287	15.97	1.9
8784.4	4787283	0.534	16.06	1.92
8713.79	3691505	0.3909	15.93	1.9
8747.75	3971494	0.4272	15.99	1.91
8750.02	4411628	0.4798	16	1.91
8642.9	4426047	0.4738	15.81	1.89
8567.82	4024242	0.4185	15.67	1.87
8520.02	5092537	0.5636	15.58	1.86
8234.78	7200363	0.8294	15.07	1.8
8324.58	5048667	0.5563	15.23	1.82
8282.69	4710714	0.5239	15.14	1.81
8394.75	4629019	0.5264	15.34	1.83
8467.71	3744774	0.4208	15.48	1.85
8508.04	4221597	0.4763	15.54	1.86
8545.08	3791637	0.4223	15.61	1.86
8576.4	3785260	0.4218	15.57	1.87
8610.39	3846329	0.4218	15.64	1.88
8553.06	3023490	0.3355	15.53	1.87
8596.57	3427374	0.3831	15.61	1.88
8646.31	3867230	0.4395	15.7	1.89
8683.3	3751858	0.4187	15.77	1.9
8705.13	3186692	0.3328	15.81	1.9
8851.98	4464196	0.5163	16.08	1.93
8901.72	4041900	0.4545	16.16	1.94
8894.54	4627855	0.5386	16.15	1.94
8880.27	3774171	0.423	16.12	1.94
8732.59	3715733	0.398	15.86	1.91
8780.2	3406888	0.3706	15.94	1.92
8802.73	3623194	0.3957	15.98	1.92
8718.12	3830377	0.4134	15.82	1.9
8714.48	3445887	0.3558	15.82	1.9
8638.55	3615303	0.3879	15.68	1.89
8813.28	4195397	0.4585	15.99	1.93
8957.65	5492314	0.6416	16.25	1.96
8969.43	4172311	0.4783	16.28	1.96
8950.75	4087943	0.4642	16.25	1.96
8948.14	3804780	0.4132	16.25	1.96
9049.25	4700943	0.5364	16.43	1.98
9040.77	4665323	0.5313	16.42	1.98
9007.87	5044799	0.5828	16.36	1.97
8946.08	4249963	0.4698	16.27	1.96
8947.35	3785933	0.4024	16.27	1.96
9018.61	4247238	0.4668	16.39	1.97
8977.23	4229014	0.4806	16.31	1.96
9035.48	4401019	0.4974	16.42	1.97
9023.28	3468845	0.3733	16.4	1.97
9020.4	3588643	0.4058	16.4	1.97
9033.68	3765543	0.4067	16.42	1.97
9006.61	4039910	0.4266	16.37	1.97
8911.71	3449267	0.3485	16.2	1.95
8884.09	3624612	0.3759	16.15	1.94
8944.84	3331682	0.3597	16.26	1.95
8892.88	4153123	0.4452	16.16	1.94
8837.03	3709263	0.3956	16.07	1.93
8747.51	3522733	0.3648	15.91	1.91
8756.61	3534227	0.3719	15.93	1.91
8727.09	3321141	0.3637	15.87	1.91
8788.4	3144913	0.3279	15.98	1.92
8810	3385743	0.3619	16.02	1.93
8823.68	3088034	0.3233	16.04	1.93
8988.84	4476501	0.5023	16.35	1.96
9062.35	4248396	0.4571	16.88	1.88
8991.36	3561547	0.3827	16.75	1.87
9046.28	3110405	0.3267	16.86	1.88
9057.1	2969687	0.3061	16.88	1.88
9007.53	3083697	0.3267	16.78	1.87
9000.94	2838191	0.2969	16.77	1.87
8837.82	3773154	0.3799	16.47	1.84
8712.95	3444369	0.3385	16.25	1.81
8829.21	2916215	0.3063	16.46	1.83
8831.45	4164620	0.4592	16.46	1.83
8654.43	3529442	0.3608	16.14	1.8
8636.1	3522824	0.3932	16.1	1.79
8530.68	3514488	0.3776	15.91	1.77
8597.62	3521915	0.3608	16.04	1.79
8621.04	3523716	0.3603	16.08	1.79
8567.28	3079554	0.3242	15.98	1.78
8532.83	3287990	0.3565	15.92	1.77
8500.16	3233606	0.3499	15.86	1.77
8478.86	3006562	0.3289	15.82	1.76
8573.38	3864981	0.4039	16	1.78
8652.59	3602974	0.3996	16.15	1.8
8739.82	3799797	0.4161	16.31	1.82
8774.72	3687672	0.3995	16.37	1.82
8784.44	3477677	0.3839	16.39	1.83
8824.44	3655749	0.381	16.46	1.83
8773.42	3711907	0.4042	16.36	1.82
8749.55	4254908	0.4567	16.32	1.82
8665.85	3359082	0.3482	16.17	1.8
8491.01	4109589	0.4369	15.84	1.77
8488.06	3968880	0.4126	15.84	1.77
8481.35	4109333	0.4326	15.84	1.77
8574.91	4012600	0.446	16.02	1.79
8538.57	3847387	0.4205	15.95	1.78
8524.57	3579074	0.3861	15.93	1.78
8706.17	4525354	0.4923	16.27	1.81
8717.14	4382945	0.4821	16.29	1.82
8765.32	5021709	0.5581	16.38	1.83
8683.51	3880764	0.418	16.23	1.81
8794.24	3935377	0.4088	16.43	1.83
8817.49	4670233	0.5149	16.47	1.84
8767.2	4702846	0.4899	16.38	1.83
8644.18	5242639	0.5713	16.17	1.8
8701.38	4802873	0.5445	16.3	1.81
8584.72	4460257	0.483	16.08	1.78
8456.86	5242190	0.5825	15.85	1.76
8317.27	5107533	0.5544	15.59	1.73
7853.13	5994797	0.7253	14.73	1.63
7552.8	6146181	0.7252	14.17	1.57
7493.12	7587824	0.9119	14.05	1.56
7736.32	6265027	0.7697	14.51	1.61
7719.09	5424476	0.6354	14.48	1.61
7637.02	4996015	0.5828	14.32	1.59
7819.39	3396373	0.3761	14.66	1.63
7798.59	3654225	0.4091	14.62	1.62
7741.76	3822854	0.4171	14.53	1.61
7614.97	4044674	0.4401	14.29	1.59
7342.96	4256481	0.4871	13.78	1.53
7312.59	4328132	0.4781	13.72	1.52
7550.23	4209063	0.4681	14.16	1.57
7502.93	4278529	0.4843	14.07	1.56
7410.87	3922692	0.4334	13.9	1.54
7445.1	3583213	0.4071	13.96	1.55
7578.01	2964823	0.3251	14.21	1.58
7646.19	3740625	0.4251	14.34	1.59
7741.36	3578041	0.415	14.52	1.61
7757.76	4844231	0.5778	14.55	1.61
7757.06	3084683	0.3558	14.55	1.61
7551.57	3136953	0.3612	13.92	1.57
7367.19	3878535	0.4431	13.59	1.53
7529.01	3233105	0.3726	13.88	1.57
7548.37	3431807	0.395	13.91	1.57
7610.57	3107083	0.3498	14.03	1.58
7391.37	3390242	0.3944	13.62	1.54
7228.47	4568402	0.5232	13.32	1.5
7385.68	3528677	0.4042	13.61	1.54
7577.4	4364990	0.5033	13.97	1.58
7480.88	2709617	0.2912	13.79	1.56
7492.85	3398235	0.3783	13.82	1.56
7535.88	3636053	0.4175	13.89	1.57
7305.5	3869961	0.448	13.47	1.52
7046.22	4613074	0.5481	12.99	1.47
6877.12	3981504	0.4587	12.69	1.43
7089.95	3952874	0.4546	13	1.46
7146.98	3407350	0.3987	13.1	1.47
7182.61	3314894	0.3862	13.17	1.48
7225.38	3274539	0.3942	13.24	1.49
7013.97	2982805	0.3461	14.01	1.53
7047.87	3246890	0.3827	14.07	1.53
6989.15	2591881	0.2937	13.95	1.52
7132	3158930	0.3729	14.24	1.55
7211.96	3407322	0.3876	14.42	1.57
7398.71	3808251	0.4622	14.78	1.61
7382.35	3217230	0.3668	14.75	1.61
7428.33	3457923	0.3941	14.83	1.62
7358.08	2709061	0.3043	14.68	1.6
7461.12	2805337	0.3223	14.89	1.62
7359.48	2491086	0.2733	14.69	1.6
7353.37	2610027	0.2868	14.69	1.6
7244.32	2506073	0.2709	14.46	1.58
7254.51	2197935	0.2348	14.49	1.58
7470.3	3429104	0.4048	14.92	1.63
7491.21	3185398	0.3725	14.96	1.63
7535.82	2978505	0.347	15.06	1.64
7565.21	4084437	0.4773	15.11	1.65
7616.06	4904787	0.5963	15.24	1.66
7587.69	3165953	0.362	15.19	1.65
7622.01	3316976	0.3766	15.25	1.66
7598.45	3603008	0.4176	15.2	1.66
7460.31	3853482	0.4414	14.91	1.63
7603.23	3947748	0.4592	15.2	1.66
7621.72	3010754	0.3438	15.25	1.66
7600.79	3186057	0.3629	15.21	1.66
7561.86	3014027	0.3411	15.13	1.65
7308.68	4340373	0.4878	14.64	1.6
7367.29	3139547	0.3491	14.77	1.61
7525.65	2967331	0.3329	15.08	1.64
7491.06	2454645	0.2668	15.01	1.64
7387.52	3184718	0.3554	14.8	1.61
7387.81	2790124	0.3074	14.8	1.61
7233.78	3142603	0.3518	14.5	1.58
7042.64	3539144	0.3965	14.12	1.55
7000.03	3477125	0.3802	14.03	1.54
6806.43	3716578	0.4187	13.64	1.49
6864.39	3629500	0.4053	13.76	1.51
6784.52	3708559	0.4008	13.61	1.49
6898.78	2702031	0.2789	13.83	1.51
6988.65	3023450	0.3332	14.01	1.53
6904.12	4165311	0.5222	13.84	1.52
7178.69	4566571	0.5531	16.4	1.57
7140.68	2952696	0.3435	16.31	1.56
7098.08	2518685	0.2709	16.22	1.55
6956.28	2724825	0.2884	15.89	1.52
7033	2745199	0.2861	16.07	1.53
6982.9	2728834	0.2908	15.96	1.52
6893.3	2884254	0.317	15.76	1.5
6949.04	2236350	0.2305	15.89	1.52
6896.31	2451658	0.26	15.77	1.5
6922.57	2433544	0.2609	15.82	1.51
6764.59	2778077	0.3029	15.45	1.48
6785.09	2238029	0.2467	15.49	1.48
6633.33	2980963	0.3415	15.15	1.45
6662.64	2592469	0.2925	15.21	1.45
6966.48	3077681	0.3538	15.9	1.52
6966.35	2895632	0.3242	15.9	1.52
7110.73	3900298	0.4511	16.23	1.55
7092.58	2535001	0.2885	16.19	1.55
7085.03	2489290	0.2745	16.17	1.55
7056.67	2535123	0.2988	16.11	1.54
7074.82	2222251	0.2517	16.15	1.54
7072.08	2529183	0.2852	16.14	1.54
6952.21	2104640	0.2203	15.87	1.52
7053.38	2640781	0.3	16.1	1.54
7082.97	2983756	0.3519	16.17	1.55
7130.86	3062757	0.3651	16.28	1.56
7120.51	3314147	0.389	16.26	1.55
7093.04	2610433	0.2877	16.2	1.55
7178.87	3595611	0.4293	16.4	1.57
7188.21	3322390	0.3938	16.42	1.57
7186.58	2969248	0.3589	16.42	1.57
7181.54	3497838	0.4179	16.41	1.57
7103.62	3184795	0.3439	16.23	1.55
7221.08	3720277	0.4292	16.49	1.58
7233.69	4088756	0.4992	16.52	1.58
7407.41	4540373	0.5993	16.91	1.62
7517.08	5486734	0.7084	17.15	1.64
7549.21	5240029	0.6622	17.21	1.65
7652.46	5838832	0.7285	17.45	1.67
7674.99	5566192	0.6973	17.5	1.68
7741.24	6033706	0.7578	17.64	1.69
7687.98	4894592	0.6078	17.52	1.68
7707.44	4129624	0.4905	17.56	1.69
7869.91	5414117	0.6551	17.93	1.72
7910.78	5684162	0.6952	18.03	1.73
7862.27	5284009	0.6514	17.92	1.72
7912.91	4793564	0.5673	18.03	1.73
7884.08	4798956	0.5557	17.96	1.72
8005.24	5435734	0.6482	18.24	1.75
7869.7	6006254	0.7313	17.93	1.72
7894.36	5214276	0.6244	17.99	1.73
7954.82	3932197	0.4607	18.13	1.74
7921.5	4196049	0.4839	18.05	1.73
8001.68	4906340	0.5691	18.23	1.75
7937.3	4106230	0.4702	18.09	1.74
7959.34	3910061	0.4636	18.14	1.74
8121.44	4649991	0.5705	18.52	1.78
8118.34	4032373	0.4644	18.52	1.78
8144.04	4429674	0.5172	18.57	1.78
8114.44	3437220	0.3935	18.5	1.77
8004.74	4009491	0.4658	18.26	1.75
7937.97	4369742	0.4997	18.11	1.74
7903.08	3662536	0.4246	18.03	1.73
7984.56	3785528	0.4472	18.21	1.75
8016.01	3722467	0.442	18.29	1.75
7927.55	3176525	0.3602	18.09	1.73
8031.51	3617552	0.4199	18.33	1.76
8125.26	4303980	0.5116	18.54	1.78
8121.62	3450339	0.3985	18.54	1.78
8054.94	3666705	0.4489	18.38	1.76
8043.92	2961464	0.3453	18.36	1.76
7972.7	2846949	0.3288	18.19	1.74
7981.94	3202170	0.3723	18.22	1.75
8059.94	3174305	0.3606	18.39	1.76
8076.61	2833264	0.3243	18.43	1.77
7967.62	3043554	0.357	18.18	1.74
8029.46	2850161	0.3257	18.33	1.76
8038.07	2893376	0.3269	18.34	1.76
7872.66	4472745	0.5258	17.97	1.72
7933	3423989	0.3956	18.11	1.74
7862.9	2508765	0.2747	17.95	1.72
7760.85	3766300	0.4165	17.72	1.7
7639.82	3640534	0.4014	17.44	1.67
7706.26	2882430	0.3137	17.6	1.69
7600.87	2348029	0.2425	17.35	1.66
7640.68	2686833	0.2792	17.44	1.67
7656.67	2577603	0.2694	17.48	1.67
7662.92	2672344	0.2896	17.49	1.67
7788.27	3281999	0.3667	17.76	1.7
7729.86	2257907	0.2441	17.6	1.69
7585.87	3104226	0.3215	17.28	1.66
7605	2738230	0.2771	17.32	1.66
7622.69	2681357	0.2669	17.36	1.67
7507.15	2938289	0.3006	17.09	1.64
7481.09	2752197	0.2673	17.04	1.63
7498.84	2632894	0.2517	17.07	1.64
7563.18	2575613	0.2611	17.22	1.65
7521.35	2592877	0.2634	17.12	1.64
7480.5	3390901	0.3423	17.03	1.63
7501.72	2654987	0.2675	17.08	1.64
7676.81	4109319	0.4425	17.48	1.68
7659.53	2911898	0.3049	17.43	1.67
7700.95	3139981	0.3428	17.29	1.69
7538.08	2969700	0.3163	16.92	1.65
7545.71	2402528	0.2506	16.94	1.65
7475.71	2642333	0.2761	16.78	1.64
7484.01	2226059	0.227	16.8	1.64
7401.37	2565050	0.2645	16.62	1.62
7377.18	1962613	0.1918	16.57	1.62
7395.64	2578188	0.2559	16.61	1.62
7234.57	3011881	0.3094	16.24	1.59
7356.77	2938855	0.3027	16.52	1.61
7151.19	3339351	0.3534	16.06	1.57
7192.23	2178582	0.2128	16.16	1.58
7274.89	2568726	0.255	16.34	1.59
7147.75	2561486	0.2557	16.06	1.57
7124.89	2674079	0.2728	16	1.56
7071.63	2260933	0.2212	15.88	1.55
7136	1974090	0.1905	16.03	1.56
7342.29	3621146	0.3817	16.49	1.61
7261.8	3256172	0.3584	16.33	1.59
7301.5	3537346	0.4169	16.42	1.6
7106.09	2965692	0.3026	21.19	1.49
6894.66	3316020	0.351	20.56	1.45
7000.45	2620335	0.2675	20.88	1.47
7056.15	2598117	0.2797	21.05	1.48
7080.31	2598955	0.281	21.12	1.49
6999.65	1992865	0.2008	20.88	1.47
7120.23	2410961	0.2429	21.24	1.49
7072.08	1893547	0.189	21.1	1.48
7088.83	2067530	0.218	21.15	1.49
7075.1	1942373	0.199	21.1	1.49
7155.83	3427271	0.4056	21.34	1.5
7281.5	3084388	0.3362	21.71	1.53
7273.13	2155414	0.2209	21.69	1.53
7334.63	2565993	0.2832	21.87	1.54
7279.05	2545520	0.258	21.7	1.53
7222.05	2165125	0.2251	21.53	1.52
7166.38	2063253	0.2115	21.37	1.5
7137.93	2259574	0.2227	21.28	1.5
7183.01	2135826	0.2163	21.42	1.51
7169.61	2199636	0.2289	21.38	1.5
7296.28	2498460	0.2652	21.76	1.53
7345.16	2708018	0.3057	21.91	1.54
7418.36	2960157	0.3231	22.13	1.56
7422.59	3191891	0.3462	22.14	1.56
7387.78	3071715	0.3487	22.03	1.55
7368.59	2557984	0.2554	21.98	1.55
7309.96	2140174	0.2083	21.8	1.53
7251.35	2673682	0.2645	21.64	1.52
7257.91	2359761	0.2397	21.65	1.52
7130.93	2626984	0.2685	21.27	1.5
7104.27	2352591	0.2342	21.19	1.49
7090.04	2167489	0.2258	21.15	1.49
7127	2686729	0.266	21.26	1.5
7049.05	2279221	0.2321	21.03	1.48
7148.57	2548479	0.262	21.32	1.5
7164.68	1918581	0.1942	21.37	1.5
7028.73	2169922	0.2269	20.96	1.47
7008.35	2339076	0.247	20.9	1.47
6979.13	2505363	0.2659	20.8	1.46
6970.69	2497363	0.2623	20.78	1.46
7124.49	2856511	0.2996	21.24	1.49
7158.88	2669269	0.2943	21.34	1.5
7270.49	3148711	0.3555	21.68	1.53
7267.96	3050220	0.3139	21.67	1.52
7217.51	2948365	0.3141	21.51	1.51
7286.33	3080170	0.3323	21.72	1.53
7295.46	2796983	0.3015	21.75	1.53
7319.8	3492449	0.3655	21.82	1.54
7433.7	4065273	0.4348	22.16	1.56
7441.12	3234324	0.3412	22.18	1.56
7436.3	2693302	0.2809	22.17	1.56
7479.25	3234546	0.3393	22.3	1.57
7467.74	2869979	0.3011	22.32	1.57
7490.21	3190992	0.3408	22.39	1.58
7467.92	3072001	0.3337	22.33	1.57
7431.91	2457040	0.2499	22.22	1.56
7506.81	3040515	0.3206	22.45	1.58
7496.58	2583417	0.2767	22.42	1.58
7505.17	2616161	0.2794	22.44	1.58
7477.53	2751093	0.2845	22.36	1.57
7468.22	2475345	0.252	22.33	1.57
7361.94	2792174	0.2813	22.01	1.55
7391.15	2329329	0.237	22.1	1.56
7371.44	2819524	0.3043	22.04	1.55
7397.06	2434590	0.2557	22.12	1.56
7450.53	2870751	0.3022	22.29	1.57
7451.35	2899666	0.3026	22.29	1.57
7367.44	3508969	0.4033	21.88	1.55
7326.72	2923641	0.2968	21.76	1.55
7424.91	3339351	0.3497	22.06	1.57
7482.74	3403261	0.3734	22.23	1.58
7485.13	2772513	0.299	22.24	1.58
7570.45	3967303	0.4424	22.5	1.6
7578.8	3400322	0.3741	22.53	1.6
7738.05	5124872	0.588	23	1.63
7762.22	4785198	0.543	23.08	1.64
