收盤價	成交量	週轉率	市值比重	本益比	股價淨值比
46.46	20309	0.0786	8.91	12.83	3.55
47.44	30811	0.1193	8.983	13.11	3.62
47.58	26080	0.101	8.883	13.15	3.63
47.79	42087	0.1629	8.927	13.2	3.65
47.58	22326	0.0864	8.868	13.15	3.63
47.02	30580	0.1184	8.875	12.99	3.59
46.25	24177	0.0936	8.842	12.78	3.53
46.39	26029	0.1008	8.808	12.82	3.54
45.12	73601	0.2849	8.67	12.47	3.45
46.25	68880	0.2667	8.979	12.78	3.53
48.57	132901	0.5145	9.256	13.42	3.71
48.64	69647	0.2696	9.244	13.44	3.71
49.41	75840	0.2936	9.381	13.65	3.77
49.83	49116	0.1902	9.41	13.77	3.81
50.04	54736	0.2119	9.396	13.83	3.82
49.06	47010	0.182	9.276	13.55	3.75
48.5	54717	0.2118	9.178	13.4	3.7
48.36	38923	0.1507	9.139	13.36	3.69
49.55	79267	0.3069	9.266	13.69	3.78
49.9	39324	0.1522	9.345	13.79	3.81
47.79	122032	0.4724	9.067	13.2	3.65
48.22	46136	0.1786	9.229	13.32	3.68
47.79	40161	0.1555	9.163	13.2	3.65
47.37	83280	0.3224	9.123	13.09	3.62
47.09	33641	0.1302	9.067	13.01	3.6
47.65	51908	0.201	9.086	13.17	3.64
47.65	26408	0.1022	9.079	13.17	3.64
48.43	35949	0.1392	9.119	13.38	3.7
48.36	30682	0.1188	9.136	13.36	3.69
48.08	42167	0.1632	9.091	13.28	3.67
47.79	60008	0.2323	9.024	13.2	3.65
47.09	51696	0.2001	8.986	13.01	3.6
46.25	59866	0.2318	8.87	12.78	3.53
47.3	35749	0.1384	8.988	13.07	3.61
48.43	91536	0.3544	9.098	13.38	3.7
48.71	76436	0.2959	9.146	13.46	3.72
46.88	93532	0.3621	9.053	12.95	3.58
46.95	32176	0.1246	9.076	12.97	3.59
46.46	22498	0.0871	9.029	12.83	3.55
44.49	75532	0.2924	8.982	12.29	3.4
45.76	68035	0.2634	9.105	12.64	3.49
46.04	52233	0.2022	9.126	12.72	3.52
46.32	42225	0.1635	9.069	12.8	3.54
46.74	38270	0.1481	9.158	12.91	3.57
47.23	923063	3.5733	9.18	13.05	3.61
48.57	87093	0.3372	9.373	13.42	3.71
47.72	48967	0.1896	9.348	13.18	3.65
48.5	38643	0.1496	9.367	13.4	3.7
48.5	32004	0.1239	9.338	13.4	3.7
48.5	24123	0.0934	9.316	13.4	3.7
48.64	27139	0.1051	9.344	13.44	3.71
48.99	36404	0.1409	9.423	13.53	3.74
49.34	63395	0.2454	9.41	13.63	3.77
49.2	51587	0.1997	9.34	13.59	3.76
49.2	17671	0.0684	9.32	13.59	3.76
48.64	47382	0.1834	9.252	13.44	3.72
48.01	36811	0.1425	9.198	13.26	3.67
48.29	57719	0.2234	9.181	13.34	3.69
47.72	40479	0.1567	9.027	13.18	3.65
47.94	25260	0.0978	9.018	13.24	3.66
47.79	27521	0.1065	8.936	13.2	3.65
48.71	56830	0.22	9.026	13.46	3.72
48.5	42889	0.166	8.939	13.4	3.7
48.15	38469	0.1489	8.883	13.92	3.68
48.71	30657	0.1187	8.946	14.09	3.72
48.15	29601	0.1146	8.853	13.92	3.68
48.01	15601	0.0604	8.921	13.88	3.67
48.29	5168	0.02	8.924	13.96	3.69
47.44	25999	0.1006	8.77	13.72	3.62
47.79	28747	0.1113	8.929	13.82	3.65
48.22	47133	0.1825	8.958	13.94	3.68
47.37	70396	0.2725	8.929	13.7	3.62
47.44	36044	0.1395	8.882	13.72	3.62
48.22	50260	0.1946	8.95	13.94	3.68
49.06	61860	0.2395	9.068	14.19	3.75
48.71	26492	0.1026	9.07	14.09	3.72
49.13	58301	0.2257	9.131	14.21	3.75
48.5	36622	0.1418	9.071	14.02	3.7
48.29	41145	0.1593	9.114	13.96	3.69
47.79	48789	0.1889	8.97	15.53	3.65
48.08	62295	0.2411	8.997	15.62	3.67
48.57	42949	0.1663	8.933	15.78	3.71
48.15	39667	0.1536	8.801	15.64	3.68
47.79	29005	0.1123	8.758	15.53	3.65
47.79	32817	0.127	8.805	15.53	3.65
48.15	37976	0.147	8.821	15.64	3.68
47.44	48062	0.186	8.763	15.41	3.62
47.23	59013	0.2284	8.726	15.34	3.61
46.74	51655	0.2	8.687	15.18	3.57
46.81	40961	0.1586	8.685	15.21	3.58
47.58	50267	0.1946	8.774	15.46	3.63
48.15	82399	0.319	8.882	15.64	3.68
48.64	68103	0.2636	8.855	15.8	3.72
48.08	27201	0.1053	8.702	15.62	3.67
48.43	60420	0.2339	8.73	15.73	3.7
48.15	43678	0.1691	8.686	15.64	3.68
47.37	67146	0.2599	8.605	15.39	3.62
47.51	31020	0.1201	8.634	15.43	3.63
48.22	50722	0.1963	8.736	15.66	3.68
47.79	48143	0.1864	8.695	15.53	3.65
47.93	57828	0.2238	8.722	15.57	3.66
48.36	68599	0.2655	8.678	15.71	3.36
48.57	70665	0.2735	8.669	15.78	3.38
48.5	52772	0.2043	8.647	15.75	3.37
48.43	115589	0.4474	8.623	15.73	3.37
48.5	92534	0.3582	8.593	15.75	3.37
49.02	143616	0.5436	8.383	14.93	3.27
49.17	52367	0.1982	8.37	15.29	3.28
48.57	61054	0.2311	8.267	15.1	3.24
48.05	53172	0.2013	8.202	14.94	3.2
48.72	62820	0.2378	8.214	15.15	3.25
49.25	76232	0.2885	8.184	15.31	3.28
51.2	155446	0.5884	8.331	15.92	3.41
51.87	142946	0.541	8.35	16.13	3.46
51.72	60656	0.2296	8.331	16.08	3.45
51.2	10384	0.0393	8.278	15.92	3.41
52.77	98491	0.3728	8.412	16.41	3.52
51.8	43650	0.1652	8.325	16.11	3.45
52.1	44934	0.1701	8.393	16.2	3.47
52.77	75851	0.2871	8.456	16.41	3.52
53.14	65105	0.2464	8.518	16.53	3.54
53.22	35289	0.1336	8.476	16.55	3.55
53.37	45194	0.171	8.45	16.6	3.56
53.89	44850	0.1697	8.465	16.76	3.59
53.52	49565	0.1876	8.332	16.64	3.57
52.84	41338	0.1564	8.192	16.43	3.52
53.97	54237	0.2053	8.204	16.78	3.6
53.97	83493	0.316	8.191	16.78	3.6
54.27	61806	0.2339	8.319	16.88	3.62
53.74	66499	0.2517	8.182	16.71	3.58
54.72	87165	0.3299	8.228	17.02	3.65
54.34	46981	0.1778	8.218	16.9	3.62
54.49	30794	0.1165	8.208	16.95	3.63
53.22	42427	0.1606	8.036	16.55	3.55
52.47	66276	0.2508	7.932	16.32	3.5
52.02	70094	0.2653	7.772	16.18	3.47
51.5	55365	0.2095	7.664	16.01	3.43
53.44	78730	0.298	7.855	16.62	3.56
52.17	43076	0.163	7.67	16.22	3.48
51.12	73793	0.2793	7.654	15.9	3.41
47.97	258496	0.9783	7.496	14.92	3.2
48.72	123376	0.4669	7.688	15.15	3.25
48.72	107177	0.4056	7.507	15.15	3.25
45.95	182661	0.6912	7.368	14.29	3.06
47.82	95938	0.363	7.619	14.87	3.19
47.9	43132	0.1632	7.541	14.9	3.19
46.92	50987	0.1929	7.467	14.59	3.13
45.95	73079	0.2765	7.377	14.29	3.06
47.07	78739	0.298	7.36	14.64	3.14
47.82	50518	0.1912	7.41	14.87	3.19
46.1	78853	0.2984	7.343	14.34	3.07
46.47	59721	0.226	7.397	14.45	3.1
46.4	42058	0.1592	7.408	14.43	3.09
45.72	70353	0.2662	7.571	14.22	3.05
44.3	115604	0.4375	7.685	13.78	2.95
44.22	76859	0.2908	7.778	13.75	2.95
46.62	61946	0.2344	7.79	14.5	3.11
46.4	50053	0.1894	7.786	15.63	3.09
45.65	38006	0.1438	7.647	15.38	3.04
47.07	90673	0.3431	7.669	15.86	3.14
46.17	54918	0.2078	7.559	15.56	3.08
46.17	39025	0.1477	7.532	15.56	3.08
46.02	37588	0.1422	7.496	15.51	3.07
45.12	50736	0.192	7.421	15.2	3.01
45.35	32322	0.1223	7.349	15.28	3.02
47	56964	0.2156	7.434	15.83	3.13
46.92	28817	0.109	7.383	15.81	3.13
46.17	18728	0.0709	7.311	15.56	3.08
46.32	30196	0.1143	7.346	15.61	3.09
46.62	38974	0.1475	7.309	15.71	3.11
46.47	26671	0.1009	7.284	15.66	3.1
45.87	32964	0.1247	7.254	15.45	3.06
45.95	19079	0.0722	7.213	15.48	3.06
46.1	30811	0.1166	7.224	15.53	3.07
45.42	30861	0.1168	7.19	15.3	3.03
46.32	46438	0.1757	7.247	15.61	3.09
45.57	28983	0.1097	7.235	15.35	3.04
46.02	86823	0.3286	7.285	15.51	3.07
45.72	66991	0.2535	7.312	15.4	3.05
46.1	29967	0.1134	7.273	15.53	3.07
46.1	86944	0.329	7.153	15.53	3.07
47.67	74538	0.2821	7.275	16.06	3.18
47.67	66094	0.2501	7.276	16.06	3.18
47.45	10714	0.0405	7.19	15.98	3.16
47.9	58783	0.2224	7.247	16.14	3.59
48.65	109002	0.4125	7.271	16.39	3.64
48.72	78100	0.2955	7.225	16.41	3.65
48.12	39863	0.1508	7.191	16.21	3.6
48.42	27483	0.104	7.251	16.31	3.62
48.72	63753	0.2412	7.22	16.41	3.65
48.57	41887	0.1585	7.256	16.36	3.64
47.45	81045	0.3067	7.063	15.98	3.55
45.95	78498	0.297	6.985	15.48	3.44
47.15	89465	0.3385	7.15	15.88	3.53
46.77	79443	0.3006	7.038	15.76	3.5
46.47	46880	0.1774	7.015	15.66	3.48
47.15	32345	0.1224	7.062	15.88	3.53
46.47	26624	0.1007	6.975	15.66	3.48
45.42	79511	0.3009	6.999	15.3	3.4
46.1	34749	0.1315	6.997	15.53	3.45
45.57	32745	0.1239	6.961	15.35	3.41
45.8	45847	0.1735	6.904	15.43	3.43
46.17	72182	0.2731	6.914	15.56	3.46
47.9	82961	0.3139	7.042	16.47	3.59
47.22	37835	0.1432	6.98	16.24	3.54
47.82	48023	0.1817	7.097	16.44	3.58
48.12	54714	0.207	7.224	16.55	3.6
46.17	59728	0.226	7.174	15.88	3.46
46.85	63834	0.2416	7.252	16.11	3.51
46.92	32628	0.1235	7.262	16.13	3.51
47.22	78559	0.2973	7.299	16.24	3.54
46.4	58066	0.2197	7.463	15.95	3.47
46.7	68369	0.2587	7.482	16.06	3.5
46.17	79044	0.2991	7.656	15.88	3.46
46.25	55168	0.2088	7.619	15.9	3.46
46.1	75838	0.287	7.411	15.85	3.45
45.65	49353	0.1868	7.369	15.7	3.42
45.35	53111	0.201	7.438	15.59	3.4
45.35	70538	0.2669	7.511	15.59	3.4
45.35	63682	0.241	7.51	15.59	3.4
43.92	82582	0.3125	7.443	15.1	3.29
44.9	54956	0.208	7.595	15.44	3.36
44.67	54263	0.2053	7.699	15.36	3.34
45.8	145414	0.5503	7.728	15.75	3.43
44.3	82696	0.3129	7.611	15.23	3.32
43.85	53723	0.2033	7.625	15.08	3.28
44.97	58525	0.2215	7.663	15.46	3.37
45.42	46817	0.1772	7.611	15.62	3.4
44.82	40101	0.1517	7.36	15.41	3.15
45.2	40964	0.155	7.364	15.54	3.18
45.65	112361	0.4252	7.415	15.7	3.21
46.4	92882	0.3515	7.521	15.95	3.26
46.92	164035	0.6207	7.582	16.13	3.3
45.8	108295	0.4098	7.507	15.75	3.22
47	77009	0.2914	7.668	16.16	3.31
45.95	117102	0.4431	7.627	15.8	3.23
45.5	138223	0.523	7.832	15.64	3.2
44.82	152144	0.5757	7.782	15.41	3.15
44.6	66445	0.2514	8.028	15.34	3.14
44.07	82296	0.3114	7.958	15.15	3.1
44.37	86752	0.3283	7.805	15.26	3.12
44.22	56472	0.2137	7.936	15.21	3.11
44.22	76961	0.2912	8.115	15.21	3.11
44.37	35798	0.1355	7.948	15.26	3.12
44.67	25444	0.0963	7.969	15.36	3.14
44.6	23920	0.0905	7.977	15.34	3.14
46.25	126355	0.4781	8.116	15.9	3.25
45.35	74121	0.2805	7.879	15.59	3.19
46.47	38278	0.1448	7.948	15.98	3.27
45.35	38970	0.1475	7.869	15.59	3.19
44.52	34838	0.1318	7.859	15.31	3.13
44.97	48400	0.1831	7.902	15.46	3.16
41.83	103229	0.3906	7.664	14.38	2.94
41.98	47333	0.1791	7.615	14.43	2.95
42.73	45113	0.1707	7.634	14.69	3.01
41.75	61534	0.2328	7.486	14.36	2.94
41.23	72675	0.275	7.418	14.18	2.9
41.15	78262	0.2961	7.274	14.15	2.89
43.1	98450	0.3725	7.388	14.82	3.03
41.53	78668	0.2977	7.335	14.28	2.92
41	51230	0.1939	7.312	14.1	2.88
40.93	65496	0.2478	7.224	14.07	2.88
39.95	42792	0.1619	7.104	13.74	2.81
37.18	87258	0.3302	7.071	12.78	2.61
38.23	78326	0.2964	7.442	13.14	2.69
40.25	71476	0.2705	7.726	13.84	2.83
41.6	50414	0.1908	7.755	14.3	2.93
40.63	39643	0.15	7.841	13.97	2.86
42.73	58212	0.2203	8.148	14.69	3.01
43.33	110696	0.4189	8.299	14.9	3.05
44.9	171328	0.6483	8.622	15.44	3.16
46.02	134709	0.5097	8.717	15.82	3.24
44.97	103197	0.3905	8.654	15.46	3.16
44.9	52231	0.1976	8.643	15.44	3.16
46.47	106487	0.4029	8.59	15.98	3.27
46.1	30297	0.1146	8.508	15.85	3.24
44.97	52090	0.1971	8.285	15.46	3.16
46.1	20133	0.0762	8.348	15.85	3.24
45.8	41015	0.1552	8.43	15.75	3.22
46.4	40472	0.1531	8.339	15.95	3.26
45.65	37270	0.141	8.188	15.7	3.21
45.87	40050	0.1515	8.052	15.77	3.23
46.77	69612	0.2634	8.188	16.08	3.29
47.67	93695	0.3656	7.965	16.39	3.25
46.17	63516	0.2478	7.758	15.88	3.15
45.5	47078	0.1837	7.5	15.64	3.1
47.15	75215	0.2935	7.582	16.21	3.22
47.45	70208	0.274	7.618	16.31	3.24
48.65	64665	0.2523	7.653	16.73	3.32
47.97	53049	0.207	7.66	16.49	3.27
45.87	59861	0.2336	7.53	15.77	3.13
46.77	43343	0.1691	7.665	16.08	3.19
47.82	46949	0.1832	7.787	16.44	3.26
46.47	42306	0.1651	7.775	15.98	3.17
45.8	45819	0.1788	7.708	14.79	3.12
44.9	90229	0.3521	7.704	14.5	3.06
44.9	47526	0.1854	7.654	14.5	3.06
46.55	43275	0.1689	7.818	15.04	3.17
46.92	54424	0.2124	7.731	15.16	3.2
48.57	102433	0.3997	7.827	15.69	3.31
50.52	130571	0.5095	7.828	16.32	3.45
50.37	88061	0.3436	7.867	16.27	3.44
50.22	54420	0.2123	7.868	16.22	3.43
47.82	54821	0.2139	7.632	15.45	3.26
46.7	109945	0.429	7.437	15.08	3.19
47.3	74468	0.2906	7.576	15.28	3.23
46.32	49055	0.1914	7.465	14.96	3.16
47.97	63875	0.2492	7.564	15.5	3.27
48.27	28587	0.1115	7.619	15.12	3.29
48.72	45908	0.1791	7.572	15.26	3.32
48.27	42269	0.1649	7.552	15.12	3.29
47.3	42859	0.1672	7.404	14.81	3.23
48.35	47626	0.1858	7.43	15.14	3.3
48.05	37041	0.1445	7.318	15.05	3.28
47.22	36204	0.1413	7.206	14.79	3.22
47.22	38174	0.1489	7.18	14.79	3.22
48.87	46623	0.1819	7.315	15.31	3.33
50.3	101937	0.3977	7.508	15.75	3.43
50.07	33794	0.1319	7.487	15.68	3.42
50.52	39126	0.1527	7.547	15.82	3.45
50.45	38313	0.1495	7.574	15.8	3.44
48.42	71084	0.2773	7.291	15.16	3.3
47.9	63781	0.2489	7.227	15	3.27
48.5	47933	0.187	7.352	15.19	3.31
49.85	75601	0.295	7.447	15.61	3.4
48.5	54316	0.2119	7.399	15.19	3.31
50	78539	0.3064	7.602	15.66	3.41
50.97	91955	0.3588	7.653	14.72	3.48
50.37	44634	0.1741	7.672	14.55	3.44
50.97	33326	0.13	7.754	14.72	3.48
51.12	55060	0.2148	7.716	14.76	3.49
50.6	47242	0.1843	7.688	14.61	3.45
49.7	43011	0.1678	7.616	14.35	3.39
50.67	36493	0.1424	7.732	14.63	3.46
51.65	64228	0.2506	7.741	14.91	3.52
51.42	66677	0.2602	7.683	14.85	3.51
51.42	83929	0.3275	7.566	14.85	3.51
51.87	96717	0.3774	7.599	14.98	3.54
52.02	81981	0.3199	7.541	15.02	3.55
51.12	76013	0.2966	7.596	14.76	3.49
50.45	42667	0.1665	7.539	14.57	3.44
50.15	44427	0.1733	7.501	14.48	3.42
49.1	60286	0.2352	7.488	14.18	3.35
49.1	48696	0.19	7.597	14.18	3.35
49.32	32659	0.1274	7.571	14.24	3.36
50.22	113604	0.4432	7.81	14.5	3.43
50.3	102478	0.3998	7.804	14.52	3.43
49.17	180096	0.7027	7.688	14.2	3.35
50.67	52392	0.2044	7.81	14.63	3.4
49.55	61836	0.2413	7.766	14.31	3.33
50.3	34519	0.1347	7.84	14.52	3.38
50.82	80969	0.3159	7.821	14.68	3.41
51.27	88945	0.347	7.884	14.81	3.44
48.95	106078	0.4139	7.664	14.13	3.29
47.9	89621	0.3497	7.695	13.83	3.22
49.4	46577	0.1817	7.96	14.26	3.32
48.57	74063	0.289	8.102	14.03	3.26
48.57	51762	0.202	8.059	14.03	3.26
49.4	36891	0.1439	8.132	14.26	3.32
48.87	65787	0.2567	8.014	14.11	3.28
49.1	34616	0.1351	8.037	14.18	3.3
48.2	65982	0.2574	8.056	13.92	3.24
47.75	67414	0.263	8.128	13.79	3.21
48.05	49181	0.1919	8.206	13.87	3.23
48.12	60996	0.238	8.366	13.9	3.23
49.62	92105	0.3594	8.492	14.33	3.33
48.72	55036	0.2147	8.384	14.07	3.27
47.97	175633	0.6853	8.543	13.85	3.22
48.72	88145	0.3439	8.704	14.07	3.27
48.12	31903	0.1245	8.73	13.9	3.23
46.32	79943	0.3119	8.465	13.38	3.11
44.07	116787	0.4556	8.01	12.73	2.96
44.22	56047	0.2187	8.221	12.77	2.97
45.05	40723	0.1589	8.245	13.01	3.02
44.15	70739	0.276	8.412	12.75	2.96
44.6	55499	0.2165	8.502	12.88	2.99
44.6	43346	0.1691	8.468	12.88	2.99
46.77	62911	0.2454	8.673	13.51	3.14
45.42	40632	0.1585	8.525	13.12	3.05
43.18	63640	0.2483	8.486	12.47	2.9
43.32	86595	0.3311	8.234	11.88	2.76
46.3	68546	0.2621	8.467	12.69	2.95
46.7	68762	0.2629	8.74	12.8	2.98
48.15	55506	0.2122	8.668	13.2	3.07
46.62	65094	0.2489	8.416	12.78	2.97
46.38	74949	0.2866	8.092	12.72	2.96
47.43	40280	0.154	8.209	13	3.02
46.54	35148	0.1344	8.205	12.76	2.97
44.29	73723	0.2819	8.05	12.14	2.82
45.9	51289	0.1961	8.277	12.58	2.93
45.25	50775	0.1941	8.214	12.41	2.89
45.09	37132	0.142	8.21	12.36	2.88
44.85	23272	0.089	8.197	12.3	2.86
44.61	60099	0.2298	8.349	12.23	2.84
47.35	82098	0.3139	8.593	12.98	3.02
47.91	46110	0.1763	8.697	13.13	3.06
48.72	78694	0.3009	8.617	13.36	3.11
48.8	48792	0.1866	8.493	13.38	3.11
49.28	63077	0.2412	8.615	13.51	3.14
49.28	56037	0.2143	8.616	13.51	3.14
48.72	423945	1.621	8.478	13.36	3.11
48.8	50429	0.1928	8.645	13.38	3.11
48.39	50720	0.1939	8.813	13.27	3.09
48.31	50724	0.1939	8.826	13.25	3.08
48.31	39486	0.1522	8.682	12.88	3.08
47.83	46397	0.1791	8.737	12.75	3.05
48.47	52249	0.2017	8.863	12.92	3.09
48.72	52467	0.2026	8.756	12.98	3.11
48.31	53304	0.2058	8.771	12.88	3.08
48.63	65758	0.2539	8.684	12.96	3.1
48.39	80166	0.3095	8.699	12.9	3.09
47.43	78359	0.3025	8.509	12.64	3.02
45.57	118979	0.4593	8.451	12.15	2.91
43.72	116605	0.4502	8.245	11.65	2.79
44.29	79092	0.3053	8.497	11.8	2.82
43	71986	0.2779	8.471	11.46	2.74
42.68	81848	0.316	8.548	11.37	2.72
45.66	64455	0.2488	8.662	12.17	2.91
43.72	50434	0.1947	8.597	11.65	2.79
43.24	65933	0.2545	8.46	11.52	2.76
42.11	72552	0.2801	8.511	11.22	2.69
42.43	37081	0.1432	8.497	11.31	2.68
41.63	41170	0.1589	8.692	11.09	2.63
41.07	60627	0.2341	9.014	10.94	2.6
42.6	108360	0.4183	9.28	11.35	2.69
41.87	153150	0.5912	9.379	11.16	2.65
44.77	132119	0.51	9.477	11.93	2.83
44.93	64588	0.2493	9.293	11.97	2.84
44.29	56418	0.2178	9.056	11.8	2.8
42.92	41015	0.1583	8.847	11.44	2.71
42.68	40506	0.1564	8.902	11.37	2.7
43	73642	0.2843	9.168	11.46	2.72
42.27	78742	0.304	9.344	11.27	2.67
42.27	46482	0.1794	9.27	11.27	3.07
41.39	51584	0.1991	9.172	11.03	3
41.39	57135	0.2206	9.097	10.96	3
39.46	59504	0.2297	9.034	10.45	2.86
40.02	49124	0.1896	9.132	10.6	2.9
37.24	88077	0.34	9.018	9.86	2.7
37.12	65030	0.251	9.124	9.83	2.69
37.56	96441	0.3723	9.436	9.95	2.73
40.18	92253	0.3561	9.577	10.64	2.92
38.81	68406	0.2641	9.331	10.28	2.82
37.48	24634	0.0951	9.314	9.93	2.72
36.19	55135	0.2128	9.203	9.58	2.63
35.59	74263	0.2867	9.102	9.42	2.58
35.51	73059	0.282	9.061	9.4	2.58
34.3	48389	0.1868	8.897	9.08	2.49
33.13	29118	0.1124	8.849	8.77	2.4
32.01	59949	0.2314	8.829	8.48	2.32
30.84	65208	0.2517	8.922	8.17	2.24
31.97	84075	0.3246	9.178	8.46	2.32
33.82	107275	0.4141	9.696	8.96	2.45
36.15	73018	0.2819	9.753	9.57	2.62
38.65	107753	0.416	10.024	10.21	2.81
37.84	80849	0.3121	9.571	10	2.75
38.65	58437	0.2256	9.78	10.21	2.81
38.65	74630	0.2881	9.809	10.19	2.81
35.95	47506	0.1834	9.677	9.48	2.61
35.03	125918	0.4861	9.332	9.24	2.54
34.79	63403	0.2448	9.27	9.17	2.52
34.7	38829	0.1499	9.451	9.15	2.52
34.95	58258	0.2249	9.566	9.21	2.54
32.61	58146	0.2245	9.283	8.6	2.37
33.58	49143	0.1897	9.526	8.85	2.44
32.85	43433	0.1677	9.347	8.66	2.38
31	70085	0.2706	9.096	8.17	2.25
30.6	50873	0.1985	8.935	8.07	2.2
29.63	46181	0.1802	9.064	7.81	2.13
31	57417	0.2241	9.303	8.17	2.23
30.03	51563	0.2012	9.036	7.92	2.16
32.13	83669	0.3265	9.427	8.47	2.31
31.4	57744	0.2253	9.201	8.28	2.25
32.93	63245	0.2468	9.258	8.68	2.36
32.85	50939	0.1988	9.221	8.66	2.36
32.85	66276	0.2586	9.097	8.66	2.26
30.56	83672	0.3265	8.774	8.06	2.1
29.91	73778	0.2879	8.688	7.89	2.06
29.83	59908	0.2338	8.771	7.87	2.05
29.95	41398	0.1616	8.869	7.9	2.06
32.05	101119	0.3946	9.074	8.45	2.21
32.85	79461	0.3101	9.19	8.66	2.26
35.15	115663	0.4514	9.439	9.27	2.42
36.15	87626	0.3419	9.717	9.53	2.49
33.66	69509	0.2713	9.398	8.87	2.32
34.99	68515	0.2674	9.489	9.23	2.41
35.83	58116	0.2268	9.712	9.45	2.47
37.04	88440	0.3451	9.977	9.77	2.55
36.23	50231	0.196	9.664	9.55	2.5
36.19	39874	0.1556	9.654	9.54	2.49
35.91	51444	0.2008	9.915	9.47	2.47
35.31	39967	0.156	10.036	9.31	2.43
34.95	30751	0.12	9.893	9.21	2.41
34.7	6111	0.0238	9.845	9.15	2.39
34.95	7439	0.029	9.889	9.21	2.41
34.91	18838	0.0735	9.898	9.2	2.4
36.4	30369	0.1185	9.92	9.6	2.51
35.75	21424	0.0836	9.737	9.43	2.46
37.24	41027	0.1601	9.912	9.82	2.56
36.72	35157	0.1372	9.713	9.68	2.53
35.87	71507	0.279	9.366	9.36	2.47
33.46	89413	0.3489	9.225	8.73	2.3
33.01	68264	0.2664	9.17	8.61	2.27
33.01	20805	0.0812	9.242	8.61	2.27
33.54	49297	0.1924	9.418	8.75	2.31
35.27	71874	0.2805	9.732	9.2	2.43
34.62	45983	0.1794	9.577	9.03	2.38
33.01	73203	0.2857	9.557	8.61	2.27
33.58	32729	0.1277	9.647	8.76	2.31
33.38	7747	0.0302	9.561	8.71	2.3
33.01	36418	0.1421	9.457	8.61	2.27
31.89	81300	0.3173	9.401	8.32	2.2
32.37	65396	0.2552	9.532	8.45	2.23
33.66	112981	0.4409	9.861	8.78	2.32
34.5	91379	0.3566	9.848	9	2.38
34.54	87876	0.3429	9.822	9.01	2.38
34.14	70831	0.2764	9.766	8.91	2.35
35.99	99942	0.39	10.046	9.39	2.48
36.64	104133	0.4064	10.173	9.56	2.52
36.11	46312	0.1807	9.958	9.42	2.49
37.08	80431	0.3139	10.106	9.67	2.55
36.52	69802	0.2724	10.196	9.53	2.51
37	50844	0.1984	10.048	9.65	2.55
36.92	51331	0.2003	10.029	9.63	2.54
35.27	69151	0.2699	9.793	9.2	2.43
35.91	58724	0.2292	9.958	9.37	2.47
36.56	66457	0.2593	10.067	9.54	2.52
35.35	81825	0.3193	9.937	9.22	2.43
36.23	66312	0.2588	10.095	9.45	2.5
35.43	60256	0.2351	9.976	9.24	2.44
35.99	53877	0.2102	9.991	9.39	2.48
36.23	52871	0.2063	10.003	9.45	2.5
36.19	59369	0.2317	9.91	9.44	2.49
36.03	101891	0.3976	10.154	9.4	2.48
35.91	58135	0.2269	10.704	9.37	2.47
37.04	85726	0.3345	10.782	9.66	2.55
37.52	77997	0.3044	10.697	9.79	2.58
39.05	103953	0.4057	11.093	10.19	2.69
38.85	69598	0.2716	11.099	10.14	2.68
37.97	78142	0.3049	10.743	9.91	2.61
39.21	84134	0.3283	10.888	10.23	2.7
38.85	51626	0.2015	10.8	10.14	2.68
39.86	114489	0.4468	10.757	10.4	2.75
40.26	74164	0.2894	10.703	10.5	2.77
40.26	59583	0.2325	10.552	10.5	2.77
40.58	80525	0.3142	10.623	12.92	2.8
39.62	51242	0.2	10.394	12.62	2.73
38.41	62307	0.2431	10.228	12.23	2.65
40.5	59642	0.2327	10.444	12.9	2.79
42.19	62137	0.2425	10.634	13.44	2.91
42.03	75298	0.2938	10.388	13.38	2.89
41.63	61262	0.2391	10.211	13.26	2.87
41.79	53590	0.2091	10.242	13.31	2.88
41.87	46028	0.1796	10.626	13.33	2.88
41.39	69328	0.2705	10.493	13.18	2.85
40.82	52016	0.203	10.145	13	2.81
42.19	84651	0.3303	10.179	13.44	2.91
42.35	86966	0.3394	10.114	13.49	2.92
42.19	85447	0.3334	10.027	13.44	2.91
41.95	75601	0.295	9.933	13.36	2.89
40.42	114714	0.4476	9.805	12.87	2.78
42.19	85978	0.3355	9.83	13.44	2.91
42.68	43178	0.1685	9.746	13.59	2.94
42.43	57300	0.2236	9.565	13.51	2.92
42.27	72053	0.2812	9.472	13.46	2.91
41.87	89359	0.3487	9.409	13.33	2.88
41.31	93547	0.365	9.092	13.15	2.85
40.58	152927	0.5968	9.309	12.92	2.8
41.79	78105	0.3048	9.543	13.31	2.88
41.55	64237	0.2507	9.326	13.23	2.86
40.82	67165	0.2621	9.157	13	2.81
41.31	80614	0.3146	9.283	13.15	2.85
40.66	82332	0.3213	9.129	12.95	2.8
40.66	63095	0.2462	9.412	12.95	2.8
41.07	55904	0.2182	9.689	13.08	2.83
41.55	58353	0.2277	9.774	13.23	2.86
44.45	157461	0.6145	9.796	14.15	3.06
47.51	177162	0.6913	9.471	15.13	3.27
46.7	131065	0.5114	9.238	20.28	3.22
46.3	176100	0.6872	8.913	20.1	3.19
45.49	141315	0.5514	8.749	19.76	3.13
45.33	97085	0.3788	8.703	19.69	3.12
45.25	77283	0.3016	8.604	19.65	3.12
44.61	83430	0.3256	8.765	19.37	3.07
45.41	93934	0.3666	8.851	19.72	3.13
43.88	82102	0.3204	8.717	19.06	3.02
