收盤價	成交量	週轉率	市值比重	本益比	股價淨值比
39.7	19092	0.1134	13.305	50.53	5.84
39.07	18588	0.1104	13.05	49.73	5.75
39.49	16445	0.0977	13.338	50.27	5.81
39.91	22365	0.1329	13.341	50.8	5.88
38.65	30369	0.1804	13.122	49.2	5.69
38.65	29121	0.173	13.26	49.2	5.69
37.39	78662	0.4673	13.038	47.59	5.5
36.76	42535	0.2527	13.111	116.67	5.41
35.71	42327	0.2515	13.063	113.33	5.26
35.71	33116	0.1967	12.964	113.33	5.26
34.03	48492	0.2881	12.94	108	5.01
34.45	34773	0.2066	13.248	109.33	5.07
34.87	44418	0.2639	13.298	110.67	5.13
35.71	42916	0.255	13.478	113.33	5.26
36.34	24451	0.1453	13.556	115.33	5.35
35.71	15584	0.0926	13.47	113.33	5.26
36.55	20539	0.122	13.756	116	5.38
37.81	44493	0.2643	13.856	120	5.57
37.18	15613	0.0928	13.882	118	5.47
37.6	22671	0.1347	13.883	119.33	5.54
36.55	25149	0.1494	14.016	116	5.38
36.34	20432	0.1214	14.271	115.33	5.35
36.97	29865	0.1774	14.261	117.33	5.44
36.55	25098	0.1491	14.05	116	5.38
36.76	25023	0.1487	13.742	116.67	5.41
36.34	10770	0.064	13.529	115.33	5.35
36.13	27627	0.1641	13.593	114.67	5.32
35.92	25374	0.1507	13.627	114	5.29
36.34	42152	0.2504	13.515	115.33	5.35
35.92	36761	0.2184	13.502	114	5.29
35.71	24011	0.1426	13.666	113.33	5.08
34.24	50870	0.3022	13.206	108.67	4.87
34.45	36481	0.2167	13.118	109.33	4.9
33.82	47949	0.2849	12.896	107.33	4.81
31.51	123809	0.7355	12.364	100	4.48
31.51	54461	0.3235	12.214	100	4.48
31.09	39052	0.232	12.259	98.67	4.42
30.25	38981	0.2316	11.94	96	4.3
31.72	60118	0.3572	12.155	100.67	4.51
31.72	19671	0.1169	12.16	100.67	4.51
31.09	56965	0.3384	11.971	98.67	4.42
31.72	51345	0.305	12.217	100.67	4.51
31.82	59922	0.3218	12.573	91.33	4.53
31.82	39931	0.2144	12.467	100.74	4.53
32.05	51803	0.2782	12.524	101.47	4.56
31.82	34297	0.1842	12.609	100.74	4.53
32.28	52524	0.282	12.958	102.21	4.59
30.89	45446	0.244	12.865	97.79	4.4
30.89	35620	0.1913	12.995	97.79	4.4
31.59	36542	0.1962	13.079	100	4.5
31.12	21541	0.1157	13.361	98.53	4.43
30.66	23797	0.1278	13.094	97.06	4.36
29.5	70555	0.3789	12.465	93.38	4.2
29.96	38889	0.2088	12.456	94.85	4.26
31.12	44150	0.2371	12.631	98.53	4.43
32.98	87197	0.4682	13.079	104.41	4.69
33.21	29698	0.1595	13.143	105.15	4.73
32.52	37980	0.2039	13.177	102.94	4.63
31.35	28587	0.1535	12.851	99.26	4.46
32.98	52606	0.2825	12.982	104.41	4.69
32.28	21080	0.1132	12.763	102.21	4.59
32.05	27319	0.1467	12.85	101.47	4.56
31.12	38609	0.2073	12.636	98.53	4.43
29.96	86777	0.466	12.185	94.85	4.26
28.57	109940	0.5903	11.798	90.44	4.07
28.1	54093	0.2905	11.889	88.97	4
28.8	66587	0.3576	11.91	91.18	4.1
27.17	67412	0.362	11.505	86.03	3.87
26.94	72533	0.3895	11.394	85.29	3.83
25.08	35930	0.1929	11.023	79.41	3.57
23.46	182749	0.9813	10.302	74.26	3.34
24.15	122093	0.6556	10.299	76.47	3.44
23.46	49261	0.2645	10.132	74.26	3.34
23.23	43178	0.2319	10.071	73.53	3.31
23.18	65621	0.3524	10.042	73.38	3.3
21.6	70988	0.3812	9.931	68.38	3.07
21.41	75657	0.4063	9.984	67.79	3.05
22.9	66947	0.3595	10.341	72.5	3.26
22.81	52777	0.2834	10.344	72.21	3.25
23.69	44034	0.2365	10.405	75	3.37
23.46	35892	0.1927	10.344	74.26	3.34
23.23	17017	0.0914	10.314	73.53	3.31
23.69	34865	0.1872	10.368	75	3.37
24.62	72070	0.387	10.663	77.94	3.5
24.85	36244	0.1946	10.79	78.68	3.54
24.85	31682	0.1701	10.859	78.68	3.54
25.32	58198	0.3125	10.991	80.15	3.6
24.62	37257	0.2001	10.756	77.94	3.5
24.62	52231	0.2805	10.556	77.94	3.5
25.08	53166	0.2855	10.726	79.41	3.57
24.39	33452	0.1796	10.498	77.21	3.47
23.69	31812	0.1708	10.317	75	3.37
23.23	45408	0.2438	10.296	73.53	3.31
23.23	31649	0.1699	10.272	73.53	3.31
23.18	30171	0.162	10.328	43.02	3.3
22.62	22379	0.1202	10.313	41.98	3.22
22.62	21596	0.116	10.441	41.98	3.22
22.25	38868	0.2087	10.392	41.29	3.17
22.06	21736	0.1167	10.478	40.95	3.14
22.53	33157	0.178	10.524	41.81	3.21
23.46	33707	0.181	10.638	43.53	3.34
23.46	27879	0.1497	10.655	43.53	3.34
23.18	21965	0.1179	10.558	43.02	3.3
22.34	26260	0.141	10.327	41.47	3.18
21.92	33449	0.1796	10.413	40.69	3.12
22.76	41587	0.2233	10.398	42.24	3.24
21.18	76836	0.4126	10.003	39.31	3.01
21.18	49968	0.2683	9.984	39.31	3.01
20.21	86160	0.4627	9.656	37.5	2.88
19.56	51554	0.2768	9.563	36.29	2.78
19.65	72042	0.3868	9.704	36.47	2.8
19.51	53723	0.2885	9.868	36.21	2.78
19.79	55825	0.2998	9.923	36.72	2.82
19.51	41876	0.2249	9.814	36.21	2.78
19.09	47310	0.254	9.642	35.43	2.72
18.63	52648	0.2827	9.019	34.57	2.58
18.58	59103	0.3174	8.977	34.48	2.58
17.51	67330	0.3615	8.659	32.5	2.43
17.65	60890	0.327	8.745	32.76	2.45
16.72	53418	0.2868	8.591	31.03	2.32
16.54	97275	0.5223	8.409	30.69	2.29
16.72	120262	0.6458	8.54	31.03	2.32
16.58	96789	0.5197	8.682	30.78	2.3
17.65	97805	0.5252	9.097	32.76	2.45
18.86	73297	0.3936	9.201	35	2.61
20.16	137925	0.7406	9.625	37.41	2.8
20.21	77783	0.4177	9.517	37.5	2.8
21.6	131704	0.7072	9.769	40.09	2.99
21.14	64124	0.3443	9.557	39.22	2.93
20.21	93073	0.4998	9.304	37.5	2.8
20.9	140974	0.757	9.246	38.79	2.9
20.9	84341	0.4529	9.277	38.79	2.9
21.37	85577	0.4595	9.505	39.66	2.96
21.65	89161	0.4788	9.551	40.17	3
21.74	40198	0.2159	9.691	40.34	3.01
21.14	50384	0.2705	9.539	39.22	2.93
21.6	49141	0.2639	9.572	36.61	2.99
20.9	38423	0.2063	9.356	35.43	2.9
21.83	60126	0.3229	9.543	37.01	3.03
22.16	84518	0.4538	9.722	37.56	3.07
23.69	138850	0.7456	10.045	40.16	3.28
23.92	103653	0.5566	10.073	40.55	3.32
23.69	73309	0.3937	9.848	40.16	3.28
22.16	62568	0.336	9.499	37.56	3.07
21.74	64845	0.3482	9.298	36.85	3.01
21.74	49341	0.2649	9.309	36.85	3.01
21.55	38987	0.2093	9.242	36.54	2.99
22.48	71542	0.3842	9.343	38.11	3.12
22.39	28891	0.1551	9.349	37.95	3.1
22.11	31199	0.1675	9.351	37.48	3.07
21.41	37873	0.2034	9.198	36.3	2.97
21.79	58169	0.3124	9.509	36.93	3.02
23.23	124919	0.6708	9.857	39.37	3.22
24.15	100587	0.5401	10.217	40.94	3.35
23.46	69514	0.3733	10.019	39.76	3.25
23.23	34113	0.1832	10.015	39.37	3.22
23.46	60412	0.3244	10.164	39.76	3.25
23.46	28750	0.1544	10.09	39.76	3.25
24.15	31979	0.1717	10.271	40.94	3.3
24.85	85930	0.4614	10.323	42.13	3.39
24.15	49914	0.268	10.174	40.94	3.3
24.39	32745	0.1758	10.211	41.34	3.33
23.92	34728	0.1865	10.138	40.55	3.27
24.15	34071	0.183	10.057	40.94	3.3
23.23	63424	0.3406	9.81	39.37	3.17
23.23	58698	0.3152	9.998	39.37	3.17
22.76	43260	0.2323	9.861	38.58	3.11
22.62	41665	0.2237	9.975	38.35	3.09
22.25	41012	0.2202	9.824	37.72	3.04
22.2	29822	0.1601	9.882	37.64	3.03
22.3	30447	0.1635	9.851	37.8	3.04
21.32	74155	0.3982	9.48	36.14	2.91
21.37	63660	0.3418	9.498	36.22	2.92
20.67	39133	0.2101	9.155	35.04	2.82
20.81	23745	0.1275	9.274	35.28	2.84
20.76	10508	0.0564	9.377	35.2	2.84
21.37	16227	0.0871	9.474	36.22	2.92
21.14	18674	0.1003	9.424	35.83	2.89
20.07	32167	0.1727	9.128	34.02	2.74
19.79	19137	0.1028	8.895	33.54	2.7
19.74	20354	0.1093	8.635	33.46	2.7
20.81	35762	0.192	8.902	35.28	2.84
20.81	33415	0.1794	8.782	35.28	2.84
21.09	41964	0.2253	8.871	35.75	2.88
21.6	45846	0.2462	8.831	36.61	2.95
21.37	33292	0.1788	8.769	36.22	2.92
21.92	38801	0.2084	8.93	37.17	2.99
23.46	93367	0.5014	9.291	39.76	3.2
23.46	65562	0.3521	9.289	39.76	3.2
23.46	59135	0.3175	9.242	39.76	3.2
22.58	40224	0.216	9.029	38.27	3.08
22.67	53183	0.2856	9.131	38.43	3.1
22.25	42925	0.2305	8.885	37.72	3.04
22.11	37596	0.2019	8.839	37.48	3.02
22.2	26805	0.1439	8.792	37.64	3.03
23.46	68013	0.3652	9.133	39.76	3.2
22.95	51896	0.2787	8.972	38.9	3.13
22.71	35022	0.1881	9.032	38.5	3.1
22.16	50710	0.2723	8.736	37.56	3.03
20.62	53265	0.286	8.412	34.96	2.82
19.51	106407	0.5714	8.122	33.07	2.66
18.91	58773	0.3156	8.026	32.05	2.58
19.28	40025	0.2149	8.228	32.68	2.63
18.77	49005	0.2631	8	31.81	2.56
18.67	39757	0.2135	8.166	31.65	2.55
19.04	48911	0.2626	8.355	32.28	2.6
20.35	52498	0.2819	8.523	34.49	2.78
19.93	28993	0.1557	8.528	33.78	2.72
19.97	47043	0.2526	8.651	33.86	2.73
20.48	48316	0.2594	8.871	34.72	2.8
20.86	63293	0.3399	9.038	35.35	2.85
21.04	33162	0.1781	8.999	35.67	2.87
19.97	43433	0.2332	8.839	33.86	2.73
19.88	33067	0.1776	8.792	33.7	2.71
19.51	31212	0.1676	8.673	33.07	2.66
20.44	32787	0.1761	8.878	34.65	2.79
20.16	21880	0.1175	8.81	34.17	2.75
19.32	41455	0.2226	8.601	32.76	2.64
19.23	26241	0.1409	8.599	32.6	2.63
19.32	33000	0.1772	8.734	32.76	2.64
19.79	36707	0.1971	9.007	33.54	2.7
19.74	31436	0.1688	9.112	33.46	2.7
19.97	21769	0.1169	9.082	33.86	2.73
20.48	46578	0.2501	9.206	34.72	2.8
21.14	102607	0.551	9.286	35.83	2.89
20.44	41041	0.2204	9.223	34.65	2.79
21.83	96149	0.5163	9.457	37.01	2.98
22.25	85269	0.4579	9.691	37.72	3.04
22.58	97633	0.5243	9.653	38.27	3.08
22.53	37840	0.2032	9.659	38.19	3.08
22.53	38606	0.2073	9.693	38.19	3.08
21.65	44257	0.2376	9.462	36.69	2.96
21.83	45403	0.2438	9.55	37.01	2.98
20.86	103668	0.5567	9.089	35.35	2.85
20.62	56729	0.3046	9.062	34.96	2.82
19.65	52742	0.2832	8.944	33.31	2.68
19.6	57907	0.3109	8.885	33.23	2.68
19.88	30968	0.1663	9.066	33.7	2.71
20.39	56514	0.3035	9.199	34.57	2.78
21	51124	0.2745	9.175	35.59	2.87
21.46	54315	0.2917	9.22	36.38	2.93
21.23	43103	0.2315	9.163	35.98	2.9
20.81	33243	0.1785	9.012	35.28	2.84
20.67	33523	0.18	8.944	35.04	2.82
20.81	16689	0.0896	9.026	35.28	2.84
20.25	26475	0.1422	8.923	34.33	2.77
20.76	27461	0.1475	9.092	35.2	2.84
21.79	88094	0.473	9.288	36.93	2.97
21.27	57076	0.3065	9.155	36.06	2.9
22.06	74377	0.3994	9.308	37.4	3.01
22.44	37849	0.2032	9.485	38.03	3.06
21.83	54548	0.2929	9.416	37.01	2.98
22.44	86013	0.4619	9.658	38.03	3.06
21.97	66853	0.359	9.87	37.24	3
21.14	57626	0.3094	9.812	35.83	2.89
20.44	67093	0.3603	9.704	34.65	2.79
20.95	80862	0.4342	9.803	35.51	2.86
22.2	162682	0.8736	10.521	45.96	3.03
22.44	56920	0.3056	10.526	46.44	3.06
22.53	62005	0.333	10.543	46.63	3.08
22.2	48280	0.2593	10.346	45.96	3.03
22.16	41494	0.2228	10.19	45.87	3.03
21.69	28918	0.1553	10.187	44.9	2.96
22.06	32234	0.1731	10.232	45.67	3.01
22.44	52580	0.2823	10.363	46.44	3.06
22.85	53340	0.2864	10.377	47.31	3.12
22.85	41686	0.2238	10.361	47.31	3.12
22.99	33621	0.1805	10.448	47.6	3.14
22.67	45599	0.2449	10.415	46.92	3.1
22.71	33331	0.179	10.505	47.02	3.1
22.3	31282	0.168	10.323	46.15	3.04
22.3	49106	0.2637	10.409	46.15	3.04
22.3	47181	0.2533	10.276	46.15	3.04
22.81	52649	0.2827	10.323	47.21	3.11
23.13	35730	0.1919	10.198	47.88	3.16
22.9	31900	0.1713	10.128	47.4	3.13
23.46	75902	0.4076	10.323	48.56	3.2
24.15	95569	0.5132	10.469	50	3.3
24.85	102157	0.5486	10.739	51.44	3.39
26.24	96633	0.5189	11.003	54.33	3.51
26.01	52636	0.2826	10.941	53.85	3.48
26.71	92066	0.4944	11.079	55.29	3.57
27.17	58784	0.3157	11.267	56.25	3.63
27.41	75709	0.4065	11.16	56.73	3.66
26.71	36168	0.1942	10.865	55.29	3.57
26.24	41373	0.2222	10.737	54.33	3.51
27.17	92826	0.4985	10.949	56.25	3.63
26.48	45540	0.2445	10.661	54.81	3.54
26.01	35227	0.1892	10.449	53.85	3.48
26.94	68669	0.3687	10.646	55.77	3.6
27.41	57281	0.3076	10.773	56.73	3.66
27.41	43742	0.2349	10.666	56.73	3.66
27.17	32645	0.1753	10.673	56.25	3.63
26.71	27185	0.146	10.66	55.29	3.57
26.48	37879	0.2034	10.594	54.81	3.54
26.48	36186	0.1943	10.542	54.81	3.54
26.48	21873	0.1175	10.627	54.81	3.54
26.48	31594	0.1697	10.662	54.81	3.54
26.48	19321	0.1037	10.663	54.81	3.54
27.17	41165	0.221	10.626	56.25	3.63
27.87	38982	0.2093	10.732	57.69	3.73
28.33	58224	0.3126	10.911	58.65	3.79
28.8	51926	0.2788	10.968	59.62	3.85
30.8	68705	0.339	11.367	58.65	4.12
31.3	73025	0.3603	11.455	64.58	4.19
30.55	51434	0.2538	11.196	63.02	4.09
29.03	44273	0.2185	10.795	59.9	3.89
29.03	41142	0.203	10.873	59.9	3.89
30.04	48539	0.2395	11.02	61.98	4.02
30.04	31917	0.1575	11.049	61.98	4.02
30.04	27604	0.1362	10.888	61.98	4.02
29.28	41637	0.2054	10.843	60.42	3.92
29.28	36626	0.1807	10.868	60.42	3.92
28.78	24943	0.1231	10.82	59.38	3.85
28.53	40855	0.2016	10.641	58.85	3.82
29.03	46552	0.2297	10.755	59.9	3.89
29.54	58571	0.289	10.709	60.94	3.95
28.78	42928	0.2118	10.45	59.38	3.85
29.28	28957	0.1429	10.523	60.42	3.92
28.78	20204	0.0997	10.553	59.38	3.85
28.78	39402	0.1944	10.623	59.38	3.85
29.79	83830	0.4136	10.957	61.46	3.99
30.29	68315	0.3371	10.991	62.5	4.05
30.29	37957	0.1873	11.007	62.5	4.05
29.54	42666	0.2105	10.975	60.94	3.95
29.54	24210	0.1195	11.045	60.94	3.95
30.29	38476	0.1898	11.256	62.5	4.05
29.28	33655	0.1661	10.936	60.42	3.92
28.78	37285	0.184	10.784	59.38	3.85
28.78	20723	0.1023	10.7	59.38	3.85
29.79	43184	0.2131	10.695	61.46	3.99
30.04	55354	0.2731	10.797	61.98	4.02
30.8	50855	0.2509	10.959	63.54	4.12
31.05	47233	0.2331	10.993	64.06	4.16
31.56	79491	0.3922	11.181	65.1	4.22
31.81	34041	0.168	11.211	65.63	4.26
32.31	43689	0.2156	11.251	66.67	4.33
32.31	35608	0.1757	11.182	66.67	4.33
32.57	40520	0.1999	11.13	67.19	4.36
31.81	34407	0.1698	11.123	65.63	4.26
32.31	50915	0.2512	11.31	66.67	4.33
33.07	81435	0.4018	11.638	68.23	4.43
33.83	59175	0.292	11.635	62.04	4.53
34.08	31141	0.1537	11.628	62.5	4.56
33.83	27359	0.135	11.493	62.04	4.53
33.58	24821	0.1225	11.493	61.57	4.49
33.32	25745	0.127	11.503	61.11	4.46
34.33	34545	0.1705	11.823	62.96	4.6
35.85	54054	0.2667	12.156	65.74	4.8
35.6	55345	0.2731	12.168	65.28	4.76
35.09	44412	0.2191	12.118	64.35	4.7
34.33	38692	0.1909	11.808	62.96	4.6
33.83	32403	0.1599	11.678	62.04	4.53
34.59	45552	0.2248	11.779	63.43	4.63
36.1	78533	0.3875	12.192	66.2	4.83
35.6	36899	0.1821	12.038	65.28	4.76
34.84	29458	0.1454	11.768	63.89	4.66
34.08	32394	0.1598	11.679	62.5	4.56
34.33	29858	0.1473	11.748	62.96	4.6
34.33	28960	0.1429	11.67	62.96	4.6
33.58	33338	0.1645	11.486	61.57	4.49
33.32	36234	0.1788	11.476	61.11	4.46
33.58	32490	0.1603	11.568	61.57	4.49
33.58	18663	0.0921	11.581	61.57	4.49
33.58	18122	0.0894	11.609	61.57	4.52
34.59	29325	0.1447	11.699	63.43	4.65
35.34	38711	0.191	11.852	64.81	4.76
35.85	46655	0.2302	11.807	65.74	4.82
35.34	41417	0.2044	11.609	64.81	4.76
35.09	31031	0.1531	11.596	64.35	4.72
34.84	34134	0.1684	11.418	63.89	4.69
35.34	41540	0.205	11.385	64.81	4.76
34.59	41882	0.2067	11.206	63.43	4.65
34.33	39004	0.1925	11.149	62.96	4.62
35.09	31866	0.1572	11.184	64.35	4.72
34.33	20934	0.1033	10.93	62.96	4.62
34.33	39272	0.1938	10.866	62.96	4.62
33.83	91788	0.4529	10.718	62.04	4.55
33.32	34590	0.1707	10.59	61.11	4.48
32.57	43657	0.2154	10.505	59.72	4.38
32.57	37197	0.1835	10.565	59.72	4.38
33.07	20529	0.1013	10.655	60.65	4.45
34.33	50201	0.2477	10.849	62.96	4.62
35.09	63433	0.313	11.052	64.35	4.72
35.09	34339	0.1694	11.03	64.35	4.72
33.83	26442	0.1305	10.744	62.04	4.55
33.83	23711	0.117	10.638	62.04	4.55
34.59	28996	0.1431	10.838	63.43	4.65
35.09	36211	0.1787	10.936	41.62	4.72
34.84	46122	0.2276	11.091	41.32	4.69
34.84	27461	0.1355	11.007	41.32	4.69
34.33	27122	0.1338	10.843	40.72	4.62
33.32	77341	0.3816	10.588	39.52	4.48
33.58	54509	0.269	10.74	39.82	4.52
34.08	25478	0.1257	10.805	40.42	4.59
34.08	22395	0.1105	10.787	40.42	4.59
33.58	24971	0.1232	10.789	39.82	4.52
33.83	33040	0.163	10.894	40.12	4.55
33.32	25690	0.1268	10.867	39.52	4.48
33.07	41680	0.2057	10.846	39.22	4.45
32.82	47819	0.2359	10.767	38.92	4.42
32.31	24311	0.12	10.617	38.32	4.35
33.07	23253	0.1147	10.792	39.22	4.45
32.82	22629	0.1117	10.711	38.92	4.42
31.81	39357	0.1942	10.597	37.72	4.28
32.06	24504	0.1209	10.623	38.02	4.31
32.31	20555	0.1014	10.504	38.32	4.14
33.32	33120	0.1634	10.756	39.52	4.27
33.58	28203	0.1392	10.886	39.82	4.31
33.83	28077	0.1385	10.903	40.12	4.34
32.82	28624	0.1412	10.614	38.92	4.21
32.06	27661	0.1365	10.46	38.02	4.11
32.57	28134	0.1388	10.602	38.62	4.18
31.3	100970	0.4982	10.29	37.13	4.01
31.56	61954	0.3057	10.26	37.43	4.05
31.3	42932	0.2118	10.194	37.13	4.01
31.81	32752	0.1616	10.244	37.72	4.08
30.8	45888	0.2264	9.98	36.53	3.95
30.04	77187	0.3809	9.963	35.63	3.85
30.29	38968	0.1923	10.019	35.93	3.89
30.29	28330	0.1398	10.035	35.93	3.89
31.05	35596	0.1756	10.152	36.83	3.98
31.3	26204	0.1293	10.218	37.13	4.01
31.05	18574	0.0916	10.114	36.83	3.98
31.3	5296	0.0261	10.205	37.13	4.01
31.3	10799	0.0533	10.198	37.13	4.01
31.3	15688	0.0774	10.288	37.13	4.01
31.81	68086	0.336	10.361	37.72	4.08
32.06	14588	0.072	10.377	38.02	4.11
33.07	55164	0.2722	10.429	39.22	4.24
33.32	29584	0.146	10.365	39.52	4.27
33.32	31033	0.1531	10.333	39.52	4.27
33.07	42420	0.2093	10.26	39.22	4.24
33.07	26177	0.1292	10.213	39.22	4.24
34.08	53203	0.2625	10.428	40.42	4.37
34.08	23775	0.1173	10.44	40.42	4.37
34.08	22813	0.1126	10.456	40.42	4.37
33.83	29111	0.1436	10.271	40.12	4.34
33.83	31853	0.1572	10.289	40.12	4.34
33.58	23813	0.1175	10.203	39.82	4.31
34.59	59837	0.2952	10.321	41.02	4.44
34.08	30318	0.1496	10.167	40.42	4.37
33.58	63814	0.3149	10.133	39.82	4.31
33.32	38863	0.1918	9.958	39.52	4.27
32.82	23227	0.1146	9.575	38.92	4.21
32.06	57391	0.2832	9.455	38.02	4.11
31.56	32645	0.1611	9.323	37.43	4.05
31.56	35313	0.1742	9.283	37.43	4.05
31.81	25554	0.1261	9.232	37.72	4.08
32.82	34121	0.1684	9.363	38.92	4.21
32.31	26833	0.1324	9.183	38.32	4.14
32.31	18589	0.0917	9.23	38.32	4.14
32.57	48648	0.24	9.327	38.62	4.18
32.31	28300	0.1396	9.096	38.32	4.14
31.56	43881	0.2165	8.859	37.43	4.05
31.56	31506	0.1555	8.812	37.43	4.05
31.81	49333	0.2434	8.875	37.72	4.08
32.06	43716	0.2157	8.844	38.02	4.11
32.06	52626	0.2597	8.866	38.02	4.11
31.56	47834	0.236	8.726	37.43	4.05
31.05	41912	0.2068	8.686	36.83	3.98
31.05	40958	0.2021	8.613	36.83	3.98
32.06	43758	0.2159	8.828	38.02	4.11
32.06	36981	0.1825	8.753	38.02	4.11
32.57	51922	0.2562	8.7	38.62	4.18
33.83	99499	0.491	8.924	40.12	4.34
33.32	57895	0.2857	8.848	39.52	4.27
33.83	74938	0.3698	8.851	40.12	4.34
33.83	85571	0.4222	8.967	40.12	4.34
33.32	40894	0.2018	8.886	39.52	4.27
33.07	36685	0.181	8.727	39.22	4.24
31.81	87607	0.4323	8.515	37.72	4.08
32.06	49805	0.2457	8.577	38.02	4.11
31.3	83702	0.413	8.471	37.13	4.01
30.8	44373	0.2189	8.541	36.53	3.95
30.55	62170	0.3068	8.531	36.23	3.92
30.55	65710	0.3242	8.547	36.23	3.92
31.3	112049	0.5529	8.488	37.13	4.01
31.81	36937	0.1823	8.589	37.72	4.08
29.79	10805	0.0533	8.64	35.33	3.82
27.77	248568	1.2265	8.297	32.93	3.56
29.28	140894	0.6952	8.693	34.73	3.76
29.28	73067	0.3605	8.773	34.73	3.76
29.54	47082	0.2323	8.88	35.03	3.79
31.05	46397	0.2289	8.843	36.83	3.98
30.29	43252	0.2134	8.601	35.93	3.89
30.29	33573	0.1657	8.538	25.75	3.89
30.04	37887	0.1869	8.442	25.54	3.85
30.04	33976	0.1676	8.413	25.54	3.85
31.3	59968	0.2959	8.586	26.61	4.01
31.3	47067	0.2322	8.647	26.61	4.01
31.05	15852	0.0782	8.562	26.39	3.98
30.8	28086	0.1386	8.457	26.18	3.95
30.29	18475	0.0912	8.377	25.75	3.89
30.8	30547	0.1507	8.319	26.18	3.95
30.55	29976	0.1479	8.23	25.97	3.92
31.81	63266	0.3122	8.463	27.04	4.08
30.8	42203	0.2082	8.361	26.18	3.95
30.8	60403	0.298	8.258	26.18	3.95
30.04	50154	0.2475	8.094	25.54	3.85
30.8	38040	0.1877	8.274	26.18	3.95
31.05	42593	0.2102	8.329	26.39	3.98
31.3	124124	0.6125	8.496	26.61	4.01
32.31	90835	0.4482	8.748	27.47	4.14
32.06	55124	0.272	8.728	27.25	4.11
32.06	45437	0.2242	8.812	27.25	4.11
31.3	31146	0.1537	8.698	26.61	4.01
30.55	85575	0.4222	8.716	25.97	3.92
29.03	86620	0.4274	8.668	18.91	3.72
29.28	33093	0.1633	8.859	19.08	3.76
29.79	29516	0.1456	8.781	19.41	3.82
27.77	73759	0.3639	8.653	18.09	3.56
28.02	78663	0.3881	8.659	18.26	3.59
28.78	58535	0.2888	8.701	18.75	3.69
27.77	54300	0.2679	8.706	18.09	3.56
29.03	49403	0.2438	9.007	18.91	3.72
29.03	48572	0.2397	8.897	18.91	3.72
28.78	48909	0.2413	8.88	18.75	3.69
27.77	57847	0.2854	8.778	18.09	3.56
26	63409	0.3129	8.66	16.94	3.33
26.25	41932	0.2069	8.627	17.11	3.37
28.02	59652	0.2943	8.732	18.26	3.59
27.77	66591	0.3286	8.72	18.09	3.56
27.77	54153	0.2672	8.501	18.09	3.56
27.26	28355	0.1399	8.369	17.76	3.5
27.52	28777	0.142	8.424	17.93	3.53
28.27	44896	0.2215	8.557	18.42	3.63
28.78	35343	0.1744	8.7	18.75	3.69
29.28	51381	0.2535	8.703	19.08	3.76
28.27	24319	0.12	8.627	18.42	3.63
28.53	22207	0.1096	8.692	18.59	3.3
28.02	37065	0.1829	8.699	18.26	3.25
26.76	51705	0.2551	8.607	17.43	3.1
26.76	43150	0.2129	8.527	17.43	3.1
27.77	31778	0.1568	8.534	18.09	3.22
28.53	38469	0.1898	8.692	18.59	3.3
27.77	27923	0.1378	8.491	18.09	3.22
26.76	44848	0.2213	8.319	17.43	3.1
25.5	79256	0.3911	8.11	16.61	2.95
25.48	94965	0.4062	8.252	14.24	2.92
25.3	82159	0.3515	8.091	16.29	2.9
25.6	70448	0.3014	8.313	16.48	2.93
26.07	86736	0.371	8.311	16.78	2.99
25.19	58955	0.2522	8.157	16.21	2.89
25.6	42736	0.1828	8.311	16.48	2.93
26.89	91895	0.3931	8.468	17.31	3.08
26.95	39177	0.1676	8.412	17.35	3.09
27.19	29594	0.1266	8.451	17.5	3.12
27.01	28623	0.1224	8.532	17.39	3.1
27.13	26806	0.1147	8.525	17.46	3.11
28.48	70838	0.303	8.791	18.33	3.26
28.48	33761	0.1444	8.786	18.33	3.26
27.19	59276	0.2536	8.518	17.5	3.12
26.36	30249	0.1294	8.387	16.97	3.02
27.07	21249	0.0909	8.499	17.42	3.1
26.3	42814	0.1831	8.268	16.93	3.01
26.48	36064	0.1543	8.344	17.05	3.04
27.07	34960	0.1496	8.434	17.42	3.1
26.36	42606	0.1823	8.241	16.97	3.02
26.01	40906	0.175	8.235	16.74	2.98
26.01	36234	0.155	8.325	16.74	2.98
25.3	78085	0.334	8.217	16.29	2.9
25.01	52659	0.2253	8.182	16.1	2.87
24.83	41091	0.1758	8.104	15.98	2.85
24.42	55389	0.2369	8.214	15.72	2.8
25.54	64939	0.2778	8.458	16.44	2.93
25.48	72994	0.3123	8.474	16.4	2.92
25.19	33474	0.1432	8.397	16.21	2.89
24.07	63483	0.2716	8.088	15.49	2.76
24.54	58756	0.2513	8.144	15.8	2.81
24.54	55667	0.2381	8.166	15.8	2.81
24.13	47869	0.2048	8.08	15.53	2.77
25.24	94794	0.4055	8.343	16.25	2.89
25.19	44068	0.1885	8.428	16.21	2.89
25.89	60078	0.257	8.636	16.67	2.97
25.77	42584	0.1822	8.678	16.59	2.95
26.48	62157	0.2659	8.735	17.05	3.04
25.89	49130	0.2102	8.586	16.67	2.97
25.48	51432	0.22	8.447	16.4	2.92
25.48	18266	0.0781	8.456	16.4	2.92
25.77	51059	0.2184	8.595	16.59	2.95
25.77	27230	0.1165	8.594	16.59	2.95
25.77	30660	0.1312	8.559	16.59	2.95
25.54	21420	0.0921	8.499	16.44	2.91
25.77	15426	0.0663	8.593	16.59	2.94
26.36	64632	0.278	8.655	16.97	3.01
