TSMC	TWI
83.75	7768.3
83.56	7734.13
84.04	7669.63
85.21	7683.8
87.35	7715.16
86.48	7675.72
87.16	7718.68
87.35	7684.63
88.13	7682.34
88.52	7690.65
86.67	7615.89
84.72	7592.01
83.17	7451.72
83.95	7437.04
84.04	7418.9
85.11	7471.02
85.02	7464.4
85.7	7465.41
84.34	7408.76
83.65	7373.04
83.36	7337.48
83.07	7314.88
82.49	7262.08
84.92	7134.06
85.7	7091.67
85.6	7182.59
86.28	7166.05
86.77	7179.64
87.45	7210.47
87.84	7185.36
87.93	7236.68
88.52	7287.18
88.03	7242.63
88.32	7293.22
88.81	7267.75
87.84	7136.05
88.03	7159.75
87.74	7143.84
87.74	7130.07
87.55	7129.04
87.93	7145.77
88.03	7088.49
88.81	7105.76
92.9	7326.01
92.7	7407.37
93.67	7430.2
93.28	7434.93
93.87	7503.55
96.01	7580.17
95.23	7599.91
93.97	7600.98
94.26	7649.05
93.97	7623.26
95.42	7642.26
93.87	7609.5
95.62	7613.69
95.72	7690.19
96.49	7757.09
95.72	7698.77
94.35	7631.28
94.06	7643.74
94.65	7677.47
93.38	7595.46
92.21	7519.93
93.09	7540.14
92.6	7535.52
93.87	7636.57
93.38	7634.19
92.99	7648.41
94.35	7699.5
96.88	7779.22
98.25	7836.84
98.73	7805.99
97.76	7755.09
96.98	7721.66
97.27	7738.64
98.25	7811.64
98.25	7819.15
99.22	7823.97
97.76	7765.02
96.49	7700.43
96.59	7616.64
98.73	7732.87
97.76	7724.92
98.25	7759.1
98.25	7744.18
97.18	7695.99
96.3	7672.58
96.59	7714.67
98.25	7802
98.73	7832.98
98.73	7850.02
98.73	7855.97
100.19	7923.16
100.19	7886.94
102.14	7906.65
104.08	7943.53
104.08	7960.88
106.03	8029.1
104.08	7957.46
102.62	7947.72
104.08	7986.89
102.14	7947.68
100.68	7880.9
101.65	7897.98
102.14	7964.63
99.22	7867.34
101.16	7932.71
101.16	7950.3
100.19	7960.51
100.68	8015.14
99.22	8038.72
99.7	7994.71
101.65	7995.51
101.16	7951.76
100.19	7927.49
97.76	7811.34
97.27	7838.47
96.11	7798.03
96.01	7811.84
95.33	7796.22
96.79	7856.12
96.3	7856.36
97.76	7894.12
97.27	7866.88
97.76	7918.61
98.25	7899.24
97.76	7913.18
97.76	7942.35
95.81	7752.79
94.84	7728.54
95.62	7752.8
98.73	7857.98
97.76	7821.63
96.69	7763.53
97.76	7801.05
97.27	7809.07
97.18	7791.35
103.6	7930.8
105.54	7970.38
103.11	7942.77
103.11	8023.71
104.08	8021.75
105.54	8022.06
105.05	8029.74
106.51	8093.66
107.49	8128.51
107	8135.03
108.46	8169.05
109.43	8163.06
111.38	8267.09
111.86	8285.89
111.38	8280.26
111.38	8248.32
112.35	8251.82
111.86	8318.59
110.4	8390.05
110.4	8368.19
110.89	8377.05
109.43	8383.05
108.95	8398.84
105.05	8237.83
106.51	8209.78
108.95	8280.1
106.51	8263.05
107.97	8337.9
107	8243.29
106.51	8254.8
104.57	8201.02
106.03	8191.22
106.51	8181.91
104.57	8096.14
105.54	8095.2
105.54	8160.55
105.05	8116.15
101.65	7951.66
103.11	7937.74
103.11	7992.89
103.6	8011.02
102.62	8007.39
101.16	7898.91
100.68	7793.31
98.25	7758.03
98.25	7663.23
98.73	7784.8
101.65	7883.9
107.97	8062.21
105.05	8036
107	8015.86
107	7911.42
107	7893.72
109	8001.82
105	7886.34
106	7971.18
106	8011.69
109.5	8179.54
110	8220.49
109.5	8254.68
108	8260.11
109	8258.95
105.5	8194.88
98.2	8062.03
97	8105.45
100	8214.65
102	8196.19
102.5	8163.58
102.5	8149.4
100	8084.5
102	8163.55
102.5	8107.94
100.5	8056.22
100.5	8099.88
100.5	8138.63
98.8	8038.91
97	7921.29
96.4	7907.67
96.4	7856.14
96	7903.38
97.2	7986.27
96.8	7951.33
96	7887.26
96.5	7925
95.5	7900.21
94.4	7832.65
94.5	7814.38
97	7873.31
96.8	7894.97
95.6	7820.84
96.8	7824.54
98.7	7917.66
100.5	8021.89
102	8038.86
102	8088.37
100.5	8083.44
101.5	8169.1
102	8164.2
103	8192.11
104.5	8208.77
104.5	8208.99
103.5	8225.36
102.5	8168.2
102.5	8142.48
105.5	8255.34
105.5	8249.78
103	8209.18
105.5	8292.83
105	8299.12
103	8283.9
101.5	8184.68
103	8230.68
100.5	8173.87
101.5	8187.02
103	8216.52
105	8359.02
104	8364.55
103	8333.66
105	8375.65
105	8344.73
106.5	8349.37
105	8273.96
107	8367.88
106	8332.18
107	8374.68
110	8441.19
110	8419.32
111.5	8418.27
111	8393.62
110	8413.72
107	8346.62
109.5	8407.83
109.5	8420.98
110	8465.06
109.5	8450.06
109.5	8388.18
109	8354.14
106.5	8262.2
107	8281.97
107	8283.71
106	8229.59
104.5	8182.56
105	8195.26
103	8104.26
103.5	8134.91
104	8177.12
104	8191.46
105	8260.21
103	8204.46
101	8099.45
100	8116.78
101	8187.51
103.5	8248.02
105	8295.88
105	8362.43
105	8406.83
104.5	8414.61
104	8392.55
105	8418
104	8375.54
103	8367.72
105	8444.62
104	8443.39
105	8433.77
103	8361.33
102.5	8376.94
102	8313.87
103.5	8352.93
101	8349.04
102.5	8407.4
102	8408.53
104	8456.46
103	8450.49
103	8467.76
104	8485.89
104.5	8535.04
106	8623.43
105.5	8611.51
104.5	8612.54
102.5	8546.54
102.5	8500.01
102	8512.3
104	8556.01
101	8514.68
102	8529.35
103	8566.2
103.5	8548.14
105	8602.55
107	8612.11
107.5	8596
107.5	8621.56
106.5	8599.9
107.5	8625.3
107.5	8595.1
108	8598.31
105	8462.57
100.5	8264.48
102	8311.01
104	8387.35
103	8391.95
104.5	8430.56
105	8510.87
105	8467.7
107.5	8513.68
108.5	8519.55
108	8556.23
108	8577.01
106.5	8524.62
107.5	8601.86
107	8560.61
108	8575.62
107.5	8600.86
108	8639.58
108	8601.98
107.5	8554.54
110	8632.93
113	8713.79
114.5	8713.96
113	8665.24
114	8702.33
113	8684.73
116.5	8747.79
115	8687.63
114	8700.1
114.5	8731.94
114.5	8689.46
112	8597.33
112.5	8577.17
112.5	8605.38
113.5	8689.3
115.5	8737.27
116	8779.57
117.5	8774.64
118.5	8849.28
119.5	8873.15
120	8905.45
118.5	8888.54
117.5	8876.44
119	8888.25
119	8930.57
119.5	8948.1
120	8908.05
120.5	8857.42
122.5	8916.71
121	8923.82
120	8944.16
123	8966.66
121.5	8951.19
121.5	8974.71
121	8956.92
121	8945.45
118.5	8774.12
119	8809.71
120.5	8872.11
118.5	8791.44
118	8867.32
117	8870.43
118	8912.39
118.5	8893.22
119.5	8930.9
120	8889.69
118.5	8808.61
120.5	8817.94
122	8875.16
122	8880.65
122	8888.45
121	8899.9
121	8887.79
120.5	8862.42
122	8969.63
122	9008.22
123	9036.12
123.5	9055.29
124	9121.71
122	9109
119.5	9075.91
122.5	9123.46
123.5	9119.96
123	9140.72
122.5	9134.46
123	9162.74
124.5	9222.37
125	9229.8
123.5	9204.65
123	9196.39
124	9202.93
125	9240.6
125.5	9279.93
126	9316.81
124.5	9273.79
123	9228.35
123	9246.2
123.5	9242.16
124.5	9320.94
125.5	9306.83
126.5	9393.07
128	9441.92
132.5	9484.96
134.5	9526.23
135	9510.05
136	9520.2
134.5	9530.98
134	9489.98
134.5	9565.12
