Date,NASDAQW,Date,TWIW,,,,,TWIW,NASDAQW
2014/6/2,4321.4,2014/6/3,9134.46,,,,,9134.46,4321.4
2014/6/9,4310.65,2014/6/9,9196.39,,,,,9196.39,4310.65
2014/6/16,4368.04,2014/6/16,9273.79,,,,,9273.79,4368.04
2014/6/23,4397.93,2014/6/23,9306.83,,,,,9306.83,4397.93
2014/6/30,4485.93,2014/6/30,9510.05,,,,,9510.05,4485.93
2014/7/7,4415.49,2014/7/7,9495.84,,,,,9495.84,4415.49
2014/7/14,4432.15,2014/7/14,9400.97,,,,,9400.97,4432.15
2014/7/21,4449.56,2014/7/21,9439.29,,,,,9439.29,4449.56
2014/7/28,4352.64,2014/7/28,9266.51,,,,,9266.51,4352.64
2014/8/4,4370.9,2014/8/4,9085.96,,,,,9085.96,4370.9
2014/8/11,4464.93,2014/8/11,9206.81,,,,,9206.81,4464.93
2014/8/18,4538.55,2014/8/18,9380.1,,,,,9380.1,4538.55
2014/8/25,4580.27,2014/8/25,9436.27,,,,,9436.27,4580.27
