2014M12,103.56,0.6,,,,,,,,,,,
2015M01,102.29,-0.94,,,,,,,,,,,
2015M02,102.65,-0.2,,,,,,,,,,,
2015M03,102.41,-0.62,,,,,,,,,,,
2015M04,102.89,-0.82,,,,,,,,,,,
2015M05,103.14,-0.73

(http://www.stat.gov.tw/lp.asp?ctNode=486&CtUnit=331&BaseDSD=7) more ,,
(http://www.stat.gov.tw/lp.asp?CtNode=1829&CtUnit=690&BaseDSD=7&xq_xC-,,
at=11) 國情統計通報 ,,
1.項目群月指數自2013年1月起發布。 ,,
2.當月該項水果若非屬產季，則指數及年增率欄以「-」列示。 ,,
 ,,
